SRR12432009_cap3_Contig-1	22286	0.0	98.287	3561	YP_009725295	ORF1a polyprotein [Severe acute respiratory syndrome coronavirus 2]	2697049
SRR12432009_cap3_Contig-2	13154	0.0	42.663	2276	YP_009337178	hypothetical protein [Hubei coleoptera virus 2]	1922861
SRR12432009_cap3_Contig-3	12784	0.0	42.297	2064	YP_010800904	putative replicase [Jimsystermes virus]	2796600
SRR12432009_cap3_Contig-4	12471	1.07e-116	30.868	1014	YP_009407905	RNA-dependent RNA polymerase [Lasius neglectus virus 1]	2018501
SRR12432009_cap3_Contig-5	11610	1.06e-73	28.331	833	YP_009047192	VP4 [Drosophila immigrans Nora virus]	1500866
SRR12432009_cap3_Contig-6	10740	0.0	60.880	1296	YP_010839899	RNA-dependent RNA polymerase, partial [dermapteran chu-related virus 142]	2849726
SRR12432009_cap3_Contig-7	10549	3.42e-124	35.000	820	YP_145791	polyprotein [Varroa destructor virus 1]	232800
SRR12432009_cap3_Contig-8	10273	1.24e-47	26.049	691	YP_009179223	polyprotein [Shuangao lacewing virus 2]	1746064
SRR12432009_cap3_Contig-9	9841	0.0	32.104	1464	YP_009330050	hypothetical protein [Hubei myriapoda virus 1]	1922930
SRR12432009_cap3_Contig-10	9834	2.54e-19	24.493	592	YP_009337118	hypothetical protein [Hubei picorna-like virus 52]	1923134
SRR12432009_cap3_Contig-11	8926	0.0	36.385	1671	YP_009342321	hypothetical protein [Wuhan insect virus 13]	1923717
SRR12432009_cap3_Contig-12	8489	3.49e-127	36.178	785	YP_003800003	RNA-directed RNA polymerase, partial [Circulifer tenellus virus 1]	862944
SRR12432009_cap3_Contig-13	8422	0.0	38.527	1752	YP_009553584	replicative protein [Elicom virus 1]	2480175
SRR12432009_cap3_Contig-14	7849	0.0	35.821	1608	YP_009330283	RNA-dependent RNA polymerase [Hubei lepidoptera virus 1]	1922903
SRR12432009_cap3_Contig-15	7848	0.0	44.746	2322	YP_006347580	polyprotein [Bat sapovirus TLC58/HK]	1185359
SRR12432009_cap3_Contig-16	7813	0.0	29.006	2727	YP_009330050	hypothetical protein [Hubei myriapoda virus 1]	1922930
SRR12432009_cap3_Contig-17	6981	0.0	48.323	2028	YP_006347580	polyprotein [Bat sapovirus TLC58/HK]	1185359
SRR12432009_cap3_Contig-18	6732	0.0	58.993	2046	YP_010800904	putative replicase [Jimsystermes virus]	2796600
SRR12432009_cap3_Contig-19	6594	0.0	69.097	1550	YP_010799174	nonstructural polyprotein [Bat hepatitis E virus]	1216472
SRR12432009_cap3_Contig-20	6393	0.0	45.596	2123	YP_010840784	MAG: RNA-dependent RNA polymerase [Fushun phasmavirus 1]	2905464
SRR12432009_cap3_Contig-21	6387	0.0	29.095	1746	YP_009666959	RNA-dependent RNA polymerase, partial [Seattle Prectang virus]	1892235
SRR12432009_cap3_Contig-22	6220	0.0	42.972	868	YP_009407949	RNA-dependent RNA polymerase [Myrmica scabrinodis virus 1]	2018502
SRR12432009_cap3_Contig-23	6107	5.91e-113	34.543	634	YP_007697651	RNA-dependent RNA polymerase [Xanthophyllomyces dendrorhous virus L1A]	1167690
SRR12432009_cap3_Contig-24	6095	9.64e-125	33.924	790	YP_009342434	hypothetical protein 2 [Wuhan insect virus 27]	1923731
SRR12432009_cap3_Contig-25	6046	0.0	31.153	1942	YP_010840745	L protein [Browner virus]	2600347
SRR12432009_cap3_Contig-26	5842	1.40e-125	36.680	777	YP_003800003	RNA-directed RNA polymerase, partial [Circulifer tenellus virus 1]	862944
SRR12432009_cap3_Contig-27	5734	3.04e-119	36.989	611	YP_009388609	RdRp [Aedes alboannulatus toti-like virus 1]	2010265
SRR12432009_cap3_Contig-28	5290	2.42e-117	37.106	698	YP_009342337	hypothetical protein [Wuhan fly virus 4]	1923698
SRR12432009_cap3_Contig-29	5216	0.0	40.716	1034	YP_009182196	putative RNA-dependent RNA polymerase [Daeseongdong virus 2]	1758882
SRR12432009_cap3_Contig-30	5097	0.0	73.281	1542	YP_010799174	nonstructural polyprotein [Bat hepatitis E virus]	1216472
SRR12432009_cap3_Contig-31	4855	2.69e-70	43.275	342	YP_009333253	hypothetical protein 2 [Hubei tombus-like virus 16]	1923262
SRR12432009_cap3_Contig-32	4497	1.81e-79	34.252	508	YP_009344999	hypothetical protein 2 [Wuhan spider virus 9]	1923758
SRR12432009_cap3_Contig-33	4418	1.65e-91	42.958	426	YP_009337188	hypothetical protein 2 [Sanxia tombus-like virus 5]	1923389
SRR12432009_cap3_Contig-34	4370	2.67e-51	29.333	525	YP_009342325	hypothetical protein [Wuhan house centipede virus 3]	1923707
SRR12432009_cap3_Contig-35	4358	1.22e-62	29.107	773	YP_008658416	RNA-dependent RNA polymerase [Wallal virus]	40061
SRR12432009_cap3_Contig-36	4207	5.08e-73	38.636	352	YP_009333253	hypothetical protein 2 [Hubei tombus-like virus 16]	1923262
SRR12432009_cap3_Contig-37	4204	2.83e-35	21.450	1007	YP_249762	RNA-dependent RNA polymerase [Fiji disease virus]	77698
SRR12432009_cap3_Contig-38	4028	5.54e-60	27.977	865	YP_052935	RNA-dependent RNA polymerase VP1 [Palyam virus]	40059
SRR12432009_cap3_Contig-39	4015	7.45e-170	33.821	1094	YP_010839995	RdRp [Narangue virus]	2689367
SRR12432009_cap3_Contig-40	3930	0.0	73.105	409	YP_009725315	nonstructural polyprotein [Norovirus GIV]	262897
SRR12432009_cap3_Contig-41	3661	6.53e-73	35.095	473	YP_009344999	hypothetical protein 2 [Wuhan spider virus 9]	1923758
SRR12432009_cap3_Contig-42	3643	3.45e-85	37.063	572	YP_010770030	RNA-directed RNA polymerase [ssRNA phage SRR7976325_22]	2786710
SRR12432009_cap3_Contig-43	3508	0.0	49.570	1164	YP_010839348	polymerase [Lishi spider virus 1]	1608057
SRR12432009_cap3_Contig-44	3491	2.91e-66	26.079	1112	YP_249762	RNA-dependent RNA polymerase [Fiji disease virus]	77698
SRR12432009_cap3_Contig-45	3425	1.08e-80	31.772	683	YP_009333199	hypothetical protein [Shahe heteroptera virus 2]	1923418
SRR12432009_cap3_Contig-46	3374	9.19e-149	32.784	1092	YP_009330050	hypothetical protein [Hubei myriapoda virus 1]	1922930
SRR12432009_cap3_Contig-47	3253	4.66e-146	33.107	1033	YP_009330050	hypothetical protein [Hubei myriapoda virus 1]	1922930
SRR12432009_cap3_Contig-48	3208	4.37e-157	58.376	394	YP_009329990	hypothetical protein 2 [Hubei sobemo-like virus 36]	1923223
SRR12432009_cap3_Contig-49	3190	0.0	43.532	889	NP_077730	RNA dependent RNA polymerase protein A [Nodamura virus]	12288
SRR12432009_cap3_Contig-50	3167	2.46e-124	48.736	435	YP_009330084	hypothetical protein 2 [Hubei sobemo-like virus 29]	1923215
SRR12432009_cap3_Contig-51	3115	5.42e-82	45.289	329	YP_009330098	hypothetical protein 3 [Hubei sobemo-like virus 13]	1923198
SRR12432009_cap3_Contig-52	3112	5.37e-114	29.080	1011	YP_009179223	polyprotein [Shuangao lacewing virus 2]	1746064
SRR12432009_cap3_Contig-53	3107	0.0	42.255	807	YP_009337883	RNA-dependent RNA polymerase [Hubei orthoptera virus 4]	1923012
SRR12432009_cap3_Contig-54	3053	3.63e-92	39.211	431	YP_009337376	hypothetical protein 2 [Wenzhou sobemo-like virus 4]	1923660
SRR12432009_cap3_Contig-55	3052	8.63e-64	41.801	311	YP_009342461	hypothetical protein [Wuhan heteroptera virus 2]	1923702
SRR12432009_cap3_Contig-56	3039	2.07e-132	36.892	740	YP_003800001	RNA-directed RNA polymerase, partial [Spissistilus festinus virus 1]	862943
SRR12432009_cap3_Contig-57	3023	1.27e-33	26.628	522	YP_009553634	RNA-dependent RNA polymerase [Blechomonas luni narnavirus 1]	2364200
