SRR25884918_cap3_Contig-1	1913	0.0	58.309	674	YP_009508298	polyprotein [Shanbavirus A]	2170191
SRR25884918_cap3_Contig-2	1810	0.0	95.017	602	YP_002302227	VP1 [Rotavirus A]	28875
SRR25884918_cap3_Contig-3	1725	0.0	71.080	574	YP_009408589	non-structural polyprotein, partial [Bastrovirus/VietNam/Bat/16715_78]	1906172
SRR25884918_cap3_Contig-4	1412	2.04e-42	30.087	462	YP_009333221	hypothetical protein 2 [Shahe isopoda virus 5]	1923425
SRR25884918_cap3_Contig-5	1332	9.31e-10	59.184	49	YP_009330039	hypothetical protein 2 [Hubei sobemo-like virus 44]	1923232
SRR25884918_cap3_Contig-6	1193	6.58e-77	42.319	345	YP_052864	RNA-dependent RNA polymerase [Blotched snakehead virus]	311176
SRR25884918_cap3_Contig-7	953	3.68e-78	50.584	257	YP_009508298	polyprotein [Shanbavirus A]	2170191
SRR25884918_cap3_Contig-8	921	1.52e-13	31.724	145	YP_009337158	hypothetical protein 2 [Wenling tombus-like virus 1]	1923543
SRR25884918_cap3_Contig-9	913	0.049	61.538	39	YP_009907758	pentapeptide repeat-containing protein [Listeria phage LP-HM00113468]	2744802
SRR25884918_cap3_Contig-10	762	8.00e-98	60.163	246	YP_009345900	polyprotein [Crohivirus B]	2169854
SRR25884918_cap3_Contig-11	629	4.54e-55	60.432	139	YP_009508298	polyprotein [Shanbavirus A]	2170191
SRR25884918_cap3_Contig-12	549	2.78e-114	90.659	182	YP_415507	polyprotein [Kelp fly virus]	340921
SRR25884918_cap3_Contig-13	547	4.57e-34	42.697	178	YP_009337883	RNA-dependent RNA polymerase [Hubei orthoptera virus 4]	1923012
SRR25884918_cap3_Contig-14	541	6.70e-88	74.444	180	YP_005352655	3D [Canine picornavirus]	1196647
SRR25884918_cap3_Contig-15	524	5.73e-11	29.545	132	YP_009336735	hypothetical protein 2 [Hubei tombus-like virus 12]	1923258
SRR25884918_cap3_Contig-16	442	8.52e-66	68.276	145	YP_009664790	non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]	627576
SRR25884918_cap3_Contig-17	388	1.84e-16	41.000	100	YP_009337844	RNA-dependent RNA polymerase [Hubei unio douglasiae virus 1]	1923321
SRR25884918_cap3_Contig-18	387	1.8	44.828	29	YP_851207	NIb [Blackberry virus Y]	323118
SRR25884918_cap3_Contig-19	379	3.87e-49	61.719	128	YP_009351841	putative RNA-dependent RNA polymerase [Otarine picobirnavirus]	1187973
SRR25884918_cap3_Contig-20	364	1.34e-58	79.167	120	YP_010086029	VP1 [Rotavirus J]	1929964
SRR25884918_cap3_Contig-21	353	7.96e-45	72.477	109	YP_009553261	hypothetical protein 2 [Yongsan tombus-like virus 1]	2315813
SRR25884918_cap3_Contig-22	328	3.99e-70	100.000	109	NP_597746	Replicase [Tobacco mosaic virus]	12242
SRR25884918_cap3_Contig-23	323	6.71e-56	80.374	107	YP_009664790	non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]	627576
SRR25884918_cap3_Contig-24	294	1.05e-15	43.902	82	YP_009329958	hypothetical protein [Beihai noda-like virus 18]	1922471
SRR25884918_cap3_Contig-25	287	1.05e-07	38.095	84	YP_009333221	hypothetical protein 2 [Shahe isopoda virus 5]	1923425
SRR25884918_cap3_Contig-26	272	1.02e-34	66.292	89	YP_009508298	polyprotein [Shanbavirus A]	2170191
SRR25884918_cap3_Contig-27	268	5.12e-09	42.029	69	YP_009337232	hypothetical protein 1 [Sanxia water strider virus 17]	1923401
SRR25884918_cap3_Contig-28	251	7.22e-17	46.914	81	YP_009337623	RdRp [Hubei permutotetra-like virus 3]	1923077
SRR25884918_cap3_Contig-29	243	1.4	44.737	38	YP_009883711	tail fiber protein [Stenotrophomonas phage Pokken]	2596674
SRR25884918_cap3_Contig-30	243	7.84e-28	61.250	80	YP_009345900	polyprotein [Crohivirus B]	2169854
SRR25884918_cap3_Contig-31	242	1.88e-21	62.667	75	YP_007003830	ORF1ab [Porcine astrovirus 3]	1254425
SRR25884918_cap3_Contig-32	232	1.35e-28	80.000	75	YP_009664787	polyprotein 1AB, partial [Mamastrovirus 18]	1239582
