SRR14381433_cap3_Contig-1	24999	0.0	73.029	3552	YP_010799729	polyprotein 1ab [Alphacoronavirus sp.]	1906673
SRR14381433_cap3_Contig-2	7236	0.0	50.471	2231	YP_009361997	polyprotein [parechovirus D1]	1394142
SRR14381433_cap3_Contig-3	5835	0.0	54.251	1235	YP_009480671	ORF1 [Bat Middle East Hepe-Astrovirus]	2301732
SRR14381433_cap3_Contig-4	1710	2.83e-77	41.422	408	NP_660178	RNA-dependent RNA polymerase [Saccharomyces 20S RNA narnavirus]	186772
SRR14381433_cap3_Contig-5	1668	3.93e-28	33.542	319	YP_010802321	RNA-dependent RNA polymerase [Oropsylla silantiewi mononega-like virus 2]	2879398
SRR14381433_cap3_Contig-6	1582	2.9	33.333	57	YP_012063424	hypothetical protein CPT_Musica_052 [Burkholderia phage Musica]	2924903
SRR14381433_cap3_Contig-7	1000	9.64e-41	32.836	335	YP_010802321	RNA-dependent RNA polymerase [Oropsylla silantiewi mononega-like virus 2]	2879398
SRR14381433_cap3_Contig-8	280	1.9	34.146	41	YP_009256193	polyprotein [Culiseta flavivirus]	1821222
SRR14381433_cap3_Contig-9	231	1.57e-07	53.846	39	YP_010086240	RNA-dependent RNA-polymerase [Fairhair virus]	2034330
SRR14381433_cap3_Contig-10	206	5.33e-21	61.765	68	YP_008327312	RNA-dependent RNA polymerase [Ustilaginoidea virens partitivirus 2]	1415665
SRR14381433_cap3_Contig-11	195	1.18e-21	67.188	64	YP_008327312	RNA-dependent RNA polymerase [Ustilaginoidea virens partitivirus 2]	1415665
SRR14381433_cap3_Contig-12	188	2.25e-22	63.934	61	YP_006347580	polyprotein [Bat sapovirus TLC58/HK]	1185359
SRR14381433_cap3_Contig-13	150	1.26e-22	82.000	50	YP_009182156	115 kDa protein [Penicillium aurantiogriseum foetidus-like virus]	1755753
SRR14381433_cap3_Contig-14	150	6.35e-17	64.583	48	YP_006347580	polyprotein [Bat sapovirus TLC58/HK]	1185359
SRR14381433_cap3_Contig-15	150	1.04e-04	50.000	36	NP_620452	hypothetical protein (P1) [Rice black streaked dwarf virus]	10990
SRR14381433_cap3_Contig-16	150	1.89e-16	63.043	46	YP_009507829	polyprotein [Scheffersomyces segobiensis virus L]	1300323
SRR14381433_cap3_Contig-17	150	0.002	51.724	29	NP_624350	RNA-dependent RNA polymerase [Fusarium solani virus 1]	1511847
SRR14381433_cap3_Contig-18	150	4.39e-15	62.000	50	YP_009199608	ORF1ab polyprotein [BtMr-AlphaCoV/SAX2011]	1503289
SRR14381433_cap3_Contig-19	150	2.65e-10	57.447	47	YP_009337273	hypothetical protein 2 [Shuangao insect virus 9]	1923470
SRR14381433_cap3_Contig-20	150	0.001	53.571	28	YP_009330281	RNA-dependent RNA polymerase [Hubei diptera virus 4]	1922885
SRR14381433_cap3_Contig-21	150	0.97	58.824	17	YP_009820912	RNA polymerase beta subunit [Escherichia phage vB_EcoM_Goslar]	2502409
SRR14381433_cap3_Contig-22	150	5.47e-21	77.551	49	YP_164336	ORF1 protein [Sapovirus C12]	290314
SRR14381433_cap3_Contig-23	150	2.56e-20	70.833	48	YP_009507831	RNA-dependent RNA polymerase, partial [Scheffersomyces segobiensis virus L]	1300323
SRR14381433_cap3_Contig-24	150	4.88e-10	55.319	47	YP_010086155	RNA-dependent RNA-polymerase [Rukutama virus]	1531287
SRR14381433_cap3_Contig-25	150	2.92e-28	95.918	49	YP_009505603	polyprotein [Coxsackievirus A2]	33757
