SRR25921361_cap3_Contig-1	709	1.46e-30	34.081	223	YP_009336735	hypothetical protein 2 [Hubei tombus-like virus 12]	1923258
SRR25921361_cap3_Contig-2	540	1.10e-57	56.069	173	YP_009351841	putative RNA-dependent RNA polymerase [Otarine picobirnavirus]	1187973
SRR25921361_cap3_Contig-3	367	2.99e-24	45.133	113	YP_009337188	hypothetical protein 2 [Sanxia tombus-like virus 5]	1923389
SRR25921361_cap3_Contig-4	358	1.14e-47	67.273	110	YP_004782555	3D [Bat picornavirus 1]	1074863
SRR25921361_cap3_Contig-5	355	1.05e-34	53.571	112	YP_009553306	RNA-dependent RNA polymerase [Picobirnavirus sp.]	1907787
SRR25921361_cap3_Contig-6	277	2.55e-44	84.146	82	YP_004782541	3D [Bat picornavirus 3]	1074865
SRR25921361_cap3_Contig-7	274	1.3	39.394	33	YP_009480895	DNA polymerase type-B [Pandoravirus macleodensis]	2107707
SRR25921361_cap3_Contig-8	256	6.70e-17	45.000	80	YP_009336629	hypothetical protein [Hubei arthropod virus 1]	1922835
SRR25921361_cap3_Contig-9	242	1.94e-16	45.783	83	YP_009333253	hypothetical protein 2 [Hubei tombus-like virus 16]	1923262
SRR25921361_cap3_Contig-10	229	3.82e-25	63.077	65	YP_010796626	polyprotein [Bovine picornavirus]	1564115
SRR25921361_cap3_Contig-11	224	1.2	66.667	15	YP_010799891	hypothetical protein QKQ66_gp139 [Dione juno nucleopolyhedrovirus]	2594175
SRR25921361_cap3_Contig-12	185	6.75e-08	64.103	39	YP_008130310	polyprotein [Nilaparvata lugens honeydew virus-3]	1345662
SRR25921361_cap3_Contig-13	172	9.06e-17	73.684	57	YP_004782555	3D [Bat picornavirus 1]	1074863
SRR25921361_cap3_Contig-14	163	6.08e-13	62.000	50	YP_008130310	polyprotein [Nilaparvata lugens honeydew virus-3]	1345662
SRR25921361_cap3_Contig-15	151	0.015	38.776	49	NP_660178	RNA-dependent RNA polymerase [Saccharomyces 20S RNA narnavirus]	186772
SRR25921361_cap3_Contig-16	151	2.84e-06	51.163	43	NP_660177	RNA-dependent RNA polymerase [Saccharomyces 23S RNA narnavirus]	198599
