SRR14381434_cap3_Contig-1	17884	0.0	89.986	3535	YP_010037473	orf1ab polyprotein [Hipposideros pomona bat coronavirus CHB25]	2691598
SRR14381434_cap3_Contig-2	11196	0.0	69.542	1901	YP_010799357	putative RdRp-complex [Linepithema humile rhabdo-like virus 1]	2259786
SRR14381434_cap3_Contig-3	7103	0.0	31.125	2008	YP_010840745	L protein [Browner virus]	2600347
SRR14381434_cap3_Contig-4	6914	2.63e-118	36.335	633	YP_009507835	RNA-dependent RNA polymerase [Xanthophyllomyces dendrorhous virus L1B]	1167691
SRR14381434_cap3_Contig-5	4370	1.23e-152	28.375	1385	YP_010840617	MAG: RdRp [hymenopteran phasma-related virus OKIAV227]	2847799
SRR14381434_cap3_Contig-6	3439	2.75e-29	26.998	463	YP_009507835	RNA-dependent RNA polymerase [Xanthophyllomyces dendrorhous virus L1B]	1167691
SRR14381434_cap3_Contig-7	3365	7.35e-147	33.839	1055	YP_009333310	hypothetical protein [Xingshan nematode virus 1]	1923760
SRR14381434_cap3_Contig-8	2801	1.16e-125	36.995	619	YP_009507835	RNA-dependent RNA polymerase [Xanthophyllomyces dendrorhous virus L1B]	1167691
SRR14381434_cap3_Contig-9	2777	6.00e-76	42.308	364	YP_009342461	hypothetical protein [Wuhan heteroptera virus 2]	1923702
SRR14381434_cap3_Contig-10	2720	5.83e-125	53.315	362	YP_009330130	hypothetical protein [Hubei sobemo-like virus 41]	1923229
SRR14381434_cap3_Contig-11	2696	1.17e-82	35.440	728	NP_660178	RNA-dependent RNA polymerase [Saccharomyces 20S RNA narnavirus]	186772
SRR14381434_cap3_Contig-12	2612	2.05e-95	42.206	417	YP_009337376	hypothetical protein 2 [Wenzhou sobemo-like virus 4]	1923660
SRR14381434_cap3_Contig-13	2114	9.07e-39	25.578	606	YP_010839305	putative RNA dependent RNA polymerase [Maize rough dwarf virus]	10989
SRR14381434_cap3_Contig-14	1947	1.82e-44	25.886	649	YP_249762	RNA-dependent RNA polymerase [Fiji disease virus]	77698
SRR14381434_cap3_Contig-15	1824	1.19e-27	24.455	642	YP_006504091	RNA polymerase [SFTS virus HB29]	992212
SRR14381434_cap3_Contig-16	1612	7.37e-37	32.731	443	YP_010840456	polymerase PB1 [Araguari virus]	352236
SRR14381434_cap3_Contig-17	1604	4.91e-62	30.021	483	YP_009333402	hypothetical protein 3 [Beihai sea slater virus 3]	1922659
SRR14381434_cap3_Contig-18	1435	3.26e-115	53.055	311	YP_009330130	hypothetical protein [Hubei sobemo-like virus 41]	1923229
SRR14381434_cap3_Contig-19	1434	1.93e-24	31.939	263	YP_052856	RNA-dependent RNA polymerase [Penicillium stoloniferum virus S]	216371
SRR14381434_cap3_Contig-20	1270	4.63e-41	29.118	340	YP_009304989	RNA-dependent RNA polymerase [Wenzhou Shrimp Virus 1]	1608095
SRR14381434_cap3_Contig-21	1257	2.85e-121	48.926	419	YP_009388589	RdRp [Wilkie narna-like virus 1]	2010280
SRR14381434_cap3_Contig-22	1167	1.02e-63	32.911	395	YP_009204560	L protein [Fox fecal rhabdovirus]	1504569
SRR14381434_cap3_Contig-23	1103	4.52e-93	48.013	302	NP_570726	RNA polymerase [Asparagus virus 3]	445435
SRR14381434_cap3_Contig-24	958	4.83e-09	35.714	98	YP_009507835	RNA-dependent RNA polymerase [Xanthophyllomyces dendrorhous virus L1B]	1167691
SRR14381434_cap3_Contig-25	892	5.30e-65	41.404	285	YP_009329983	hypothetical protein 2 [Hubei sobemo-like virus 9]	1923242
SRR14381434_cap3_Contig-26	853	6.24e-97	52.347	277	YP_009552119	polyprotein [Varroa destructor virus 2]	2056384
SRR14381434_cap3_Contig-27	606	7.53e-35	36.464	181	NP_620642	replicase [Strawberry mild yellow edge virus]	12187
SRR14381434_cap3_Contig-28	584	2.16e-65	51.596	188	NP_570726	RNA polymerase [Asparagus virus 3]	445435
SRR14381434_cap3_Contig-29	576	3.80e-11	29.570	186	YP_446992	replicase protein [Nerine virus X]	333348
SRR14381434_cap3_Contig-30	497	2.74e-06	32.593	135	YP_009996585	polymerase basic 1 protein [Quaranjavirus johnstonense]	688437
SRR14381434_cap3_Contig-31	446	1.43e-61	61.486	148	YP_009337778	RdRp [Hubei permutotetra-like virus 9]	1923083
SRR14381434_cap3_Contig-32	397	7.94e-43	52.273	132	YP_009204560	L protein [Fox fecal rhabdovirus]	1504569
SRR14381434_cap3_Contig-33	381	2.77e-14	34.167	120	YP_009333276	hypothetical protein 2 [Beihai blue swimmer crab virus 3]	1922370
SRR14381434_cap3_Contig-34	361	2.55e-30	46.825	126	YP_009552789	RNA dependent RNA polymerase [Diatom colony associated dsRNA virus 5]	1678164
SRR14381434_cap3_Contig-35	361	4.19e-37	59.167	120	YP_010802841	RNA-dependent RNA polymerase [Magnaporthe oryzae botourmiavirus 7]	2755484
SRR14381434_cap3_Contig-36	360	1.46e-10	34.821	112	YP_009328931	gag-pol fusion protein [Saccharomyces kudriavzevii virus L-A1]	1921825
SRR14381434_cap3_Contig-37	344	2.76e-07	43.548	62	YP_009342461	hypothetical protein [Wuhan heteroptera virus 2]	1923702
SRR14381434_cap3_Contig-38	341	1.01e-14	39.773	88	NP_660177	RNA-dependent RNA polymerase [Saccharomyces 23S RNA narnavirus]	198599
SRR14381434_cap3_Contig-39	338	4.78e-25	44.538	119	YP_010839995	RdRp [Narangue virus]	2689367
SRR14381434_cap3_Contig-40	328	1.01e-24	53.846	104	YP_010770203	RNA-directed RNA polymerase [ssRNA phage SRR5466369_1]	2786404
SRR14381434_cap3_Contig-41	325	7.12e-25	57.798	109	YP_009345057	hypothetical protein 2 [Xinzhou nematode virus 7]	1923775
SRR14381434_cap3_Contig-42	308	5.00e-45	70.588	102	YP_009551684	RNA-dependent RNA polymerase [Eimeria stiedai RNA virus 1]	1898175
SRR14381434_cap3_Contig-43	302	2.44e-24	47.525	101	YP_009553708	RNA-dependent RNA polymerase [Sclerotinia sclerotiorum deltaflexivirus 2]	2219092
SRR14381434_cap3_Contig-44	298	7.97e-13	37.363	91	YP_009342428	hypothetical protein 2 [Wuhan insect virus 26]	1923730
SRR14381434_cap3_Contig-45	281	6.66e-24	56.471	85	YP_010839995	RdRp [Narangue virus]	2689367
SRR14381434_cap3_Contig-46	270	5.88e-29	60.227	88	YP_009388589	RdRp [Wilkie narna-like virus 1]	2010280
SRR14381434_cap3_Contig-47	267	1.70e-08	42.188	64	YP_009028558	ORF1 [Tanay virus]	1489714
SRR14381434_cap3_Contig-48	260	5.73e-17	40.698	86	YP_009507836	RNA-dependent RNA polymerase [Trichomonas vaginalis virus 4]	1008292
SRR14381434_cap3_Contig-49	244	6.29e-18	49.383	81	YP_009507836	RNA-dependent RNA polymerase [Trichomonas vaginalis virus 4]	1008292
SRR14381434_cap3_Contig-50	242	4.77e-08	36.620	71	YP_009336604	hypothetical protein 2 [Beihai victori-like virus 1]	1922737
