,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_8269,k119_329,605.8472,4245,6354,Astroviridae,16.0,capsid;VP90,37.86545,6666,2,6666
1,vHMM_8272,k119_329,771.48224,2631,4203,Mamastrovirus,25.6,polyprotein 1ab,30.136025,6666,3,6666
2,vHMM_8271,k119_329,498.60562,2634,4167,Avastrovirus,17.8,polyprotein 1ab,28.011551685393258,6666,3,6666
3,vHMM_8270,k119_329,810.1557,2628,4203,Astroviridae,30.4,polyprotein 1ab,26.64985855263158,6666,3,6666
4,vHMM_8272,k119_329,401.25754,36,2679,Mamastrovirus,25.6,polyprotein 1ab,15.674122656249999,6666,1,6666
5,vHMM_8270,k119_329,370.61954,39,2688,Astroviridae,30.4,polyprotein 1ab,12.191432236842106,6666,1,6666
6,vHMM_18363,k119_1,257.04004,240,2178,Picornaviridae,23.0,polyprotein,11.175653913043478,2540,1,2540
7,vHMM_18367,k119_1,118.69869,399,2058,Aphthovirus,10.9,polyprotein,10.889788073394495,2540,1,2540
8,vHMM_18367,k119_478,117.47242,1619,35,Aphthovirus,10.9,polyprotein,10.77728623853211,1679,6,1679
9,vHMM_18373,k119_1,85.845345,318,2082,Cosavirus,8.6,polyprotein,9.982016860465116,2540,1,2540
10,vHMM_18379,k119_1,117.02314,1008,2232,Hepatovirus,11.8,polyprotein,9.917215254237288,2540,1,2540
11,vHMM_18363,k119_478,227.8831,1601,32,Picornaviridae,23.0,polyprotein,9.907960869565217,1679,6,1679
12,vHMM_18373,k119_478,83.84885,1574,35,Cosavirus,8.6,polyprotein,9.749866279069767,1679,6,1679
13,vHMM_18371,k119_1,129.12799,426,2175,Bopivirus,13.7,polyprotein,9.42540072992701,2540,1,2540
14,vHMM_18371,k119_478,125.646774,1547,32,Bopivirus,13.7,polyprotein,9.171297372262774,1679,6,1679
15,vHMM_18379,k119_478,102.051544,1034,38,Hepatovirus,11.8,polyprotein,8.64843593220339,1679,6,1679
16,vHMM_18374,k119_1,72.29326,768,2169,Crohivirus,8.4,polyprotein,8.606340476190477,2540,1,2540
17,vHMM_18387,k119_1,135.56609,516,2199,Parechovirus,15.8,polyprotein,8.580132278481013,2540,1,2540
18,vHMM_2430,k119_329,100.24092,3552,3708,Astroviridae,11.9,polyprotein 1ab,8.423606722689076,6666,3,6666
19,vHMM_2418,k119_329,91.57491,4467,4641,Astroviridae,11.1,capsid;VP90,8.249991891891892,6666,2,6666
20,vHMM_18374,k119_478,69.0657,1274,182,Crohivirus,8.4,polyprotein,8.222107142857144,1679,6,1679
21,vHMM_18387,k119_478,129.88498,1526,47,Parechovirus,15.8,polyprotein,8.22056835443038,1679,6,1679
22,vHMM_18375,k119_1,104.80943,243,2172,Enterovirus,13.0,polyprotein,8.062263846153847,2540,1,2540
23,vHMM_18374,k119_146,65.191124,45,765,Crohivirus,8.4,polyprotein,7.760848095238095,1020,1,1020
24,vHMM_18382,k119_1,89.182655,774,2217,Limnipivirus,11.6,polyprotein,7.688159913793103,2540,1,2540
25,vHMM_18363,k119_467,172.60266,5863,4471,Picornaviridae,23.0,polyprotein,7.504463478260869,6979,5,6979
26,vHMM_18363,k119_684,172.37675,5865,4470,Picornaviridae,23.0,polyprotein,7.494641304347826,6978,5,6978
27,vHMM_18393,k119_1,73.9581,483,2172,Rosavirus,9.9,polyprotein,7.470515151515151,2540,1,2540
28,vHMM_18375,k119_478,97.059746,1544,35,Enterovirus,13.0,polyprotein,7.466134307692308,1679,6,1679
29,vHMM_18382,k119_478,86.2821,1268,185,Limnipivirus,11.6,polyprotein,7.438112068965517,1679,6,1679
30,vHMM_18378,k119_1,68.851265,1209,2178,Harkavirus,9.4,polyprotein,7.3246026595744675,2540,1,2540
31,vHMM_18378,k119_478,64.59188,836,38,Harkavirus,9.4,polyprotein,6.871476595744681,1679,6,1679
32,vHMM_2425,k119_329,106.2103,3198,3375,Astroviridae,15.5,polyprotein 1ab,6.852277419354839,6666,3,6666
33,vHMM_18386,k119_1,60.06215,483,2166,Oscivirus,9.2,polyprotein,6.528494565217392,2540,1,2540
34,vHMM_18384,k119_1,85.89321,279,2172,Megrivirus,13.3,polyprotein,6.458136090225564,2540,1,2540
35,vHMM_18366,k119_1,78.35732,771,2172,Ampivirus,12.2,polyprotein,6.4227311475409845,2540,1,2540
36,vHMM_18391,k119_1,72.451,708,2208,Potamipivirus,11.3,polyprotein,6.411592920353981,2540,1,2540
37,vHMM_18393,k119_478,63.27763,1559,29,Rosavirus,9.9,polyprotein,6.391679797979798,1679,6,1679
38,vHMM_18381,k119_478,75.22666,1547,170,Kunsagivirus,12.1,polyprotein,6.217079338842975,1679,6,1679
39,vHMM_2428,k119_329,78.76918,2970,3144,Astroviridae,12.7,polyprotein 1ab,6.202297637795277,6666,3,6666
40,vHMM_2429,k119_329,66.81359,3816,3918,Astroviridae,10.8,polyprotein 1ab,6.1864435185185185,6666,3,6666
41,vHMM_18381,k119_1,74.766815,495,1944,Kunsagivirus,12.1,polyprotein,6.179075619834711,2540,1,2540
42,vHMM_18385,k119_478,80.68682,1316,38,Mosavirus,13.1,polyprotein,6.159299236641221,1679,6,1679
43,vHMM_18384,k119_478,81.27173,1652,38,Megrivirus,13.3,polyprotein,6.110656390977444,1679,6,1679
44,vHMM_18394,k119_478,66.807045,1562,41,Sakobuvirus,11.1,polyprotein,6.0186527027027035,1679,6,1679
45,vHMM_18385,k119_1,77.57737,720,2004,Mosavirus,13.1,polyprotein,5.921936641221374,2540,1,2540
46,vHMM_18389,k119_1,63.581665,303,2097,Passerivirus,10.8,polyprotein,5.887191203703703,2540,1,2540
47,vHMM_18394,k119_1,65.27899,480,2079,Sakobuvirus,11.1,polyprotein,5.88099009009009,2540,1,2540
48,vHMM_18377,k119_1,73.13035,516,2163,Gallivirus,12.5,polyprotein,5.850428000000001,2540,1,2540
49,vHMM_18372,k119_1,85.57436,519,2067,Cardiovirus,14.8,polyprotein,5.782051351351351,2540,1,2540
50,vHMM_18372,k119_478,85.37203,1523,32,Cardiovirus,14.8,polyprotein,5.768380405405405,1679,6,1679
51,vHMM_18386,k119_478,52.76049,1523,35,Oscivirus,9.2,polyprotein,5.7348358695652175,1679,6,1679
52,vHMM_18374,k119_684,47.312687,4899,4473,Crohivirus,8.4,polyprotein,5.632462738095238,6978,5,6978
53,vHMM_18374,k119_467,47.30921,4900,4474,Crohivirus,8.4,polyprotein,5.632048809523809,6979,5,6979
54,vHMM_18391,k119_478,63.53343,1334,164,Potamipivirus,11.3,polyprotein,5.622427433628318,1679,6,1679
55,vHMM_18366,k119_478,64.828545,1268,188,Ampivirus,12.2,polyprotein,5.313815163934427,1679,6,1679
56,vHMM_2419,k119_329,53.910843,4863,4953,Astroviridae,10.2,capsid;VP90,5.285376764705883,6666,2,6666
57,vHMM_18389,k119_478,56.713203,1550,41,Passerivirus,10.8,polyprotein,5.2512225,1679,6,1679
58,vHMM_2417,k119_329,68.8726,5094,5208,Astroviridae,13.2,capsid;VP90,5.217621212121212,6666,2,6666
59,vHMM_18377,k119_478,65.22023,1526,41,Gallivirus,12.5,polyprotein,5.2176184,1679,6,1679
60,vHMM_2427,k119_329,63.995884,3948,4107,Astroviridae,12.8,polyprotein 1ab,4.999678437499999,6666,3,6666
61,vHMM_18381,k119_146,60.24466,87,879,Kunsagivirus,12.1,polyprotein,4.978897520661158,1020,1,1020
62,vHMM_18379,k119_684,58.613956,4905,4491,Hepatovirus,11.8,polyprotein,4.967284406779661,6978,5,6978
63,vHMM_18379,k119_467,58.613155,4906,4492,Hepatovirus,11.8,polyprotein,4.967216525423728,6979,5,6979
64,vHMM_8271,k119_329,87.93837,834,2163,Avastrovirus,17.8,polyprotein 1ab,4.940357865168539,6666,1,6666
65,vHMM_18365,k119_478,50.489548,1520,38,Ailurivirus,10.6,polyprotein,4.7631649056603775,1679,6,1679
66,vHMM_18396,k119_478,47.84341,1523,41,Senecavirus,10.3,polyprotein,4.644991262135922,1679,6,1679
67,vHMM_18365,k119_1,49.06709,519,2004,Ailurivirus,10.6,polyprotein,4.628970754716981,2540,1,2540
68,vHMM_18396,k119_1,47.55831,519,2010,Senecavirus,10.3,polyprotein,4.617311650485436,2540,1,2540
69,vHMM_2426,k119_329,80.45415,3375,3543,Astroviridae,17.7,polyprotein 1ab,4.54543220338983,6666,3,6666
70,vHMM_18379,k119_146,53.592854,48,957,Hepatovirus,11.8,polyprotein,4.541767288135593,1020,1,1020
71,vHMM_18370,k119_1,72.59524,471,2181,Avisivirus,16.1,polyprotein,4.509021118012422,2540,1,2540
72,vHMM_18397,k119_1,63.037613,303,2115,Sicinivirus,14.2,polyprotein,4.439268521126761,2540,1,2540
73,vHMM_2421,k119_329,56.052822,4761,4857,Astroviridae,12.7,capsid;VP90,4.4136080314960635,6666,2,6666
74,vHMM_18387,k119_146,66.759094,51,762,Parechovirus,15.8,polyprotein,4.225259113924051,1020,1,1020
75,vHMM_2484,k119_329,44.04339,2934,3027,Mamastrovirus,10.6,polyprotein 1ab,4.15503679245283,6666,3,6666
76,vHMM_18370,k119_478,65.6583,1550,50,Avisivirus,16.1,polyprotein,4.078155279503105,1679,6,1679
77,vHMM_18387,k119_684,62.633137,5841,4485,Parechovirus,15.8,polyprotein,3.9641225949367085,6978,5,6978
78,vHMM_18368,k119_1,39.52523,1176,2178,Aquamavirus,10.0,polyprotein,3.9525230000000002,2540,1,2540
79,vHMM_2434,k119_329,48.813873,2865,2955,Astroviridae,12.4,polyprotein 1ab,3.9366026612903227,6666,3,6666
80,vHMM_18375,k119_146,50.25307,270,765,Enterovirus,13.0,polyprotein,3.865620769230769,1020,1,1020
81,vHMM_18373,k119_146,32.846905,303,717,Cosavirus,8.6,polyprotein,3.819407558139535,1020,1,1020
82,vHMM_18390,k119_1,45.13068,429,2172,Poecivirus,11.9,polyprotein,3.7924941176470583,2540,1,2540
83,vHMM_18367,k119_146,41.104248,318,753,Aphthovirus,10.9,polyprotein,3.771031926605504,1020,1,1020
84,vHMM_18371,k119_146,50.71826,57,723,Bopivirus,13.7,polyprotein,3.702062773722628,1020,1,1020
85,vHMM_18388,k119_146,46.269386,135,666,Pasivirus,12.6,polyprotein,3.672173492063492,1020,1,1020
86,vHMM_18397,k119_478,51.782066,995,41,Sicinivirus,14.2,polyprotein,3.6466243661971833,1679,6,1679
87,vHMM_18386,k119_146,32.876,180,723,Oscivirus,9.2,polyprotein,3.573478260869565,1020,1,1020
