,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_13440,k141_108938,12.290601,69,108,Livupivirus,1.9,polyprotein,6.468737368421054,320,3,320
1,vHMM_13440,k141_107108,10.912792,120,81,Livupivirus,1.9,polyprotein,5.743574736842105,444,5,444
2,vHMM_13728,k141_90078,16.653116,174,210,Tremovirus,5.5,polyprotein,3.027839272727273,308,1,308
3,vHMM_13629,k141_100894,13.055097,209,173,Sakobuvirus,4.8,polyprotein,2.719811875,422,4,422
4,vHMM_13728,k141_34527,14.65205,265,226,Tremovirus,5.5,polyprotein,2.6640090909090905,346,5,346
5,vHMM_13728,k141_105444,14.133127,194,167,Tremovirus,5.5,polyprotein,2.5696594545454547,317,4,317
6,vHMM_13728,k141_82100,12.865612,54,75,Tremovirus,5.5,polyprotein,2.339202181818182,305,3,305
7,vHMM_3413,k141_99256,14.5770235,329,290,Vesivirus,6.6,capsid,2.208639924242424,344,5,344
8,vHMM_13728,k141_111242,11.865362,222,249,Tremovirus,5.5,polyprotein,2.1573385454545453,792,2,792
9,vHMM_13327,k141_38877,13.78283,37,13,Harkavirus,7.1,polyprotein,1.9412436619718312,322,6,322
10,vHMM_3423,k141_94465,14.367069,307,277,Caliciviridae,7.6,polyprotein;nonstructural,1.8904038157894738,580,6,580
11,vHMM_13583,k141_73704,16.31354,69,111,Rafivirus,8.7,polyprotein,1.8751195402298853,329,3,329
12,vHMM_13661,k141_39162,20.506058,21,111,Sicinivirus,11.1,polyprotein,1.8473926126126126,367,1,367
13,vHMM_13365,k141_84491,13.494064,205,172,Hepatovirus,7.5,polyprotein,1.7992085333333334,358,4,358
14,vHMM_13359,k141_110977,13.235482,63,105,Hepatovirus,7.5,polyprotein,1.7647309333333332,337,1,337
15,vHMM_13242,k141_31773,20.007107,240,285,Avisivirus,11.4,polyprotein,1.7550093859649123,307,1,307
16,vHMM_13330,k141_129081,12.099003,255,288,Harkavirus,7.0,polyprotein,1.728429,318,1,318
17,vHMM_3413,k141_15818,11.307389,284,254,Vesivirus,6.6,capsid,1.7132407575757578,416,6,416
18,vHMM_3492,k141_55674,19.522877,51,102,Sapovirus,11.4,polyprotein;nonstructural,1.7125330701754387,335,3,335
19,vHMM_13583,k141_130209,14.867476,129,162,Rafivirus,8.7,polyprotein,1.708905287356322,325,3,325
20,vHMM_13327,k141_103862,12.074395,109,58,Harkavirus,7.1,polyprotein,1.7006190140845072,361,6,361
21,vHMM_13330,k141_18619,11.765738,84,21,Harkavirus,7.0,polyprotein,1.6808197142857144,399,5,399
22,vHMM_3449,k141_4569,16.579876,247,148,Lagovirus,9.9,polyprotein;nonstructural,1.6747349494949493,310,6,310
23,vHMM_13224,k141_10270,11.050761,219,252,Avihepatovirus,6.6,polyprotein,1.6743577272727272,334,2,334
24,vHMM_13733,k141_115578,14.153379,127,85,Tremovirus,8.6,polyprotein,1.6457417441860465,409,4,409
25,vHMM_3413,k141_43467,10.755401,113,71,Vesivirus,6.6,capsid,1.6296062121212123,347,4,347
26,vHMM_13327,k141_22490,11.562299,303,348,Harkavirus,7.1,polyprotein,1.6284928169014083,393,1,393
