,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_13440,k141_21024,13.573322,1611,1641,Livupivirus,1.9,polyprotein,7.1438536842105265,1794,3,1794
1,vHMM_13440,k141_92966,13.205088,225,267,Livupivirus,1.9,polyprotein,6.950046315789474,469,2,469
2,vHMM_13440,k141_9714,10.74195,72,111,Livupivirus,1.9,polyprotein,5.653657894736842,526,2,526
3,vHMM_13440,k141_31884,7.4017015,522,492,Livupivirus,1.9,polyprotein,3.8956323684210528,621,5,621
4,vHMM_13440,k141_160956,5.139364,721,679,Livupivirus,1.9,polyprotein,2.7049284210526316,1045,4,1045
5,vHMM_3441,k141_194940,15.578252,350,281,Lagovirus,6.0,polyprotein;nonstructural,2.5963753333333335,875,5,875
6,vHMM_3423,k141_142712,19.10628,354,300,Caliciviridae,7.6,polyprotein;nonstructural,2.513984210526316,945,5,945
7,vHMM_13224,k141_84516,15.71616,111,66,Avihepatovirus,6.6,polyprotein,2.381236363636364,429,6,429
8,vHMM_13631,k141_58018,12.4167595,756,717,Sakobuvirus,5.3,polyprotein,2.3427848113207546,846,4,846
9,vHMM_13728,k141_58326,12.43657,240,204,Tremovirus,5.5,polyprotein,2.2611945454545452,396,5,396
10,vHMM_13728,k141_231115,12.407042,240,285,Tremovirus,5.5,polyprotein,2.2558258181818185,370,2,370
11,vHMM_13631,k141_19120,11.773389,297,351,Sakobuvirus,5.3,polyprotein,2.221394150943396,585,3,585
12,vHMM_13728,k141_100632,12.136056,239,212,Tremovirus,5.5,polyprotein,2.2065556363636363,308,4,308
13,vHMM_13631,k141_144502,11.651205,606,663,Sakobuvirus,5.3,polyprotein,2.1983405660377358,2583,1,2583
14,vHMM_3382,k141_69851,22.818605,303,378,Caliciviridae,10.5,capsid,2.1732004761904764,386,1,386
15,vHMM_13335,k141_194538,14.76238,351,387,Harkavirus,6.8,polyprotein,2.1709382352941176,500,3,500
16,vHMM_3413,k141_133215,14.174495,228,264,Vesivirus,6.6,capsid,2.1476507575757577,313,1,313
17,vHMM_13728,k141_172979,11.632472,345,378,Tremovirus,5.5,polyprotein,2.114994909090909,686,3,686
18,vHMM_13728,k141_185935,11.557715,114,144,Tremovirus,5.5,polyprotein,2.101402727272727,456,2,456
19,vHMM_13691,k141_205877,17.093664,165,198,Teschovirus,8.2,polyprotein,2.0845931707317074,341,1,341
20,vHMM_13728,k141_205516,11.359532,198,219,Tremovirus,5.5,polyprotein,2.0653694545454546,377,1,377
21,vHMM_3413,k141_74383,13.380154,170,131,Vesivirus,6.6,capsid,2.0272960606060604,449,4,449
22,vHMM_13327,k141_10428,14.223112,141,171,Harkavirus,7.1,polyprotein,2.003255211267606,601,3,601
23,vHMM_13327,k141_128730,14.040409,346,298,Harkavirus,7.1,polyprotein,1.9775223943661973,418,4,418
24,vHMM_13224,k141_183149,13.039269,3,42,Avihepatovirus,6.6,polyprotein,1.9756468181818185,334,3,334
25,vHMM_3413,k141_54793,12.916525,204,246,Vesivirus,6.6,capsid,1.9570492424242425,425,2,425
26,vHMM_3441,k141_163851,11.632753,144,72,Lagovirus,6.0,polyprotein;nonstructural,1.9387921666666665,477,5,477
27,vHMM_3413,k141_15550,12.776688,330,267,Vesivirus,6.6,capsid,1.9358618181818184,423,6,423
28,vHMM_13365,k141_137398,14.423926,423,378,Hepatovirus,7.5,polyprotein,1.9231901333333332,438,5,438
29,vHMM_13365,k141_97984,14.354371,9,54,Hepatovirus,7.5,polyprotein,1.9139161333333334,483,3,483
30,vHMM_13728,k141_5208,10.516387,183,198,Tremovirus,5.5,polyprotein,1.9120703636363636,384,1,384
31,vHMM_13440,k141_160956,3.5961545,979,937,Livupivirus,1.9,polyprotein,1.8927128947368421,1045,4,1045
32,vHMM_13224,k141_224728,12.3833475,84,138,Avihepatovirus,6.6,polyprotein,1.8762647727272728,543,3,543
33,vHMM_13728,k141_138545,10.267703,553,529,Tremovirus,5.5,polyprotein,1.8668550909090909,571,4,571
34,vHMM_13330,k141_67466,13.041274,167,140,Harkavirus,7.0,polyprotein,1.863039142857143,590,5,590
35,vHMM_3423,k141_101609,14.120398,54,90,Caliciviridae,7.6,polyprotein;nonstructural,1.857947105263158,1866,3,1866
36,vHMM_13365,k141_31308,13.910254,510,555,Hepatovirus,7.5,polyprotein,1.8547005333333333,614,2,614
37,vHMM_13733,k141_183178,15.918741,192,243,Tremovirus,8.6,polyprotein,1.8510163953488374,1347,1,1347
38,vHMM_13600,k141_79352,15.414427,117,66,Rosavirus,8.6,polyprotein,1.7923752325581397,486,6,486
39,vHMM_13365,k141_222039,13.326488,51,24,Hepatovirus,7.5,polyprotein,1.7768650666666665,336,4,336
40,vHMM_13330,k141_17525,12.395521,367,325,Harkavirus,7.0,polyprotein,1.7707887142857144,502,6,502
41,vHMM_13359,k141_206018,13.217196,129,159,Hepatovirus,7.5,polyprotein,1.7622928,341,1,341
42,vHMM_13189,k141_134398,17.786982,162,207,Ampivirus,10.1,polyprotein,1.7610873267326732,309,3,309
