,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_18374,k141_2508,1451.8595,6483,171,Crohivirus,8.4,polyprotein,172.84041666666667,6891,6,6891
1,vHMM_18374,k141_3905,650.7856,6,1656,Crohivirus,8.4,polyprotein,77.4744761904762,1658,3,1658
2,vHMM_18388,k141_2508,956.5682,6375,243,Pasivirus,12.6,polyprotein,75.91811111111112,6891,6,6891
3,vHMM_18374,k141_5678,487.60797,3,1005,Crohivirus,8.4,polyprotein,58.04856785714286,1010,3,1010
4,vHMM_18387,k141_2508,850.1917,6489,2433,Parechovirus,15.8,polyprotein,53.80960126582278,6891,6,6891
5,vHMM_18363,k141_2508,1137.6846,6489,204,Picornaviridae,23.0,polyprotein,49.46454782608696,6891,6,6891
6,vHMM_18370,k141_2508,680.4371,4134,174,Avisivirus,16.1,polyprotein,42.263173913043474,6891,6,6891
7,vHMM_18381,k141_2508,493.14084,3738,243,Kunsagivirus,12.1,polyprotein,40.755441322314056,6891,6,6891
8,vHMM_8269,k141_5341,618.81616,15,1530,Astroviridae,16.0,capsid;VP90,38.67601,1563,2,1563
9,vHMM_18374,k141_8387,291.3962,15,963,Crohivirus,8.4,polyprotein,34.69002380952381,968,2,968
10,vHMM_18387,k141_2508,537.2,2349,234,Parechovirus,15.8,polyprotein,34.0,6891,6,6891
11,vHMM_18374,k141_6276,276.12772,711,3,Crohivirus,8.4,polyprotein,32.872347619047616,975,6,975
12,vHMM_18387,k141_3905,494.27948,3,1653,Parechovirus,15.8,polyprotein,31.28351139240506,1658,3,1658
13,vHMM_18388,k141_3905,369.863,6,1656,Pasivirus,12.6,polyprotein,29.35420634920635,1658,3,1658
14,vHMM_18391,k141_2508,289.19772,2193,234,Potamipivirus,11.3,polyprotein,25.592718584070795,6891,6,6891
15,vHMM_18387,k141_5678,388.538,3,1002,Parechovirus,15.8,polyprotein,24.591012658227847,1010,3,1010
16,vHMM_18374,k141_3113,204.812,679,1,Crohivirus,8.4,polyprotein,24.382380952380952,688,5,688
17,vHMM_18374,k141_8070,190.49835,6,642,Crohivirus,8.4,polyprotein,22.678375,803,3,803
18,vHMM_18391,k141_5678,248.67447,3,1005,Potamipivirus,11.3,polyprotein,22.006590265486725,1010,3,1010
19,vHMM_18374,k141_5359,181.71635,787,28,Crohivirus,8.4,polyprotein,21.63289880952381,802,6,802
20,vHMM_8269,k141_1737,345.26837,3,519,Astroviridae,16.0,capsid;VP90,21.579273125,523,3,523
21,vHMM_8353,k141_4027,248.88675,850,118,Vesivirus,12.0,capsid,20.7405625,865,6,865
22,vHMM_18374,k141_3129,169.19637,6,1080,Crohivirus,8.4,polyprotein,20.142425,1086,3,1086
23,vHMM_18381,k141_5678,242.88672,24,987,Kunsagivirus,12.1,polyprotein,20.0732826446281,1010,3,1010
24,vHMM_18391,k141_2508,221.60669,4215,2610,Potamipivirus,11.3,polyprotein,19.611211504424777,6891,6,6891
25,vHMM_18388,k141_5678,241.50815,3,966,Pasivirus,12.6,polyprotein,19.167313492063492,1010,3,1010
26,vHMM_18364,k141_2508,438.40247,3465,228,Aalivirus,23.2,polyprotein,18.896658189655174,6891,6,6891
27,vHMM_18388,k141_8387,237.25958,30,963,Pasivirus,12.6,polyprotein,18.830125396825398,968,2,968
28,vHMM_18382,k141_5678,214.615,3,984,Limnipivirus,11.6,polyprotein,18.501293103448276,1010,3,1010
29,vHMM_18374,k141_782,149.78561,63,852,Crohivirus,8.4,polyprotein,17.831620238095237,854,2,854
30,vHMM_18393,k141_2508,175.59193,1710,252,Rosavirus,9.9,polyprotein,17.736558585858585,6891,6,6891
31,vHMM_8269,k141_7125,266.70367,411,0,Astroviridae,16.0,capsid;VP90,16.668979375,414,4,414
32,vHMM_18375,k141_2508,210.89722,1875,231,Enterovirus,13.0,polyprotein,16.222863076923076,6891,6,6891
33,vHMM_18378,k141_2508,152.45078,3369,351,Harkavirus,9.4,polyprotein,16.218168085106385,6891,6,6891
34,vHMM_18387,k141_8387,253.78441,9,963,Parechovirus,15.8,polyprotein,16.062304430379747,968,2,968
35,vHMM_18373,k141_5678,136.56879,117,972,Cosavirus,8.6,polyprotein,15.880091860465118,1010,3,1010
36,vHMM_18373,k141_8387,135.51596,405,903,Cosavirus,8.6,polyprotein,15.757669767441861,968,2,968
37,vHMM_8349,k141_4027,238.01762,862,115,Caliciviridae,15.3,capsid,15.556707189542482,865,6,865
38,vHMM_18382,k141_2508,178.63924,2031,249,Limnipivirus,11.6,polyprotein,15.39993448275862,6891,6,6891
39,vHMM_18363,k141_5678,352.6776,3,990,Picornaviridae,23.0,polyprotein,15.333808695652174,1010,3,1010
40,vHMM_18381,k141_3905,185.39856,189,684,Kunsagivirus,12.1,polyprotein,15.322195041322315,1658,3,1658
41,vHMM_18378,k141_5678,142.5624,75,966,Harkavirus,9.4,polyprotein,15.166212765957447,1010,3,1010
42,vHMM_18387,k141_6276,239.31209,711,3,Parechovirus,15.8,polyprotein,15.146334810126582,975,6,975
43,vHMM_18381,k141_8070,183.003,12,702,Kunsagivirus,12.1,polyprotein,15.124214876033058,803,3,803
44,vHMM_18368,k141_8387,149.8994,36,858,Aquamavirus,10.0,polyprotein,14.98994,968,2,968
45,vHMM_8355,k141_4027,155.26727,853,97,Lagovirus,10.5,polyprotein;nonstructural,14.787359047619047,865,6,865
46,vHMM_8269,k141_8314,236.33607,3,366,Astroviridae,16.0,capsid;VP90,14.771004375,369,2,369
47,vHMM_18391,k141_2508,165.95427,6447,4353,Potamipivirus,11.3,polyprotein,14.686218584070796,6891,6,6891
48,vHMM_18386,k141_2508,134.46153,1734,228,Oscivirus,9.2,polyprotein,14.615383695652175,6891,6,6891
49,vHMM_18367,k141_8387,157.6707,384,873,Aphthovirus,10.9,polyprotein,14.465201834862386,968,2,968
50,vHMM_8269,k141_2252,229.69852,482,8,Astroviridae,16.0,capsid;VP90,14.3561575,485,4,485
51,vHMM_18381,k141_8387,173.15572,33,822,Kunsagivirus,12.1,polyprotein,14.310390082644629,968,2,968
52,vHMM_8350,k141_4027,171.72984,856,205,Lagovirus,12.2,capsid,14.076216393442623,865,6,865
53,vHMM_18368,k141_5678,140.40656,66,981,Aquamavirus,10.0,polyprotein,14.040656000000002,1010,3,1010
54,vHMM_18384,k141_2508,184.29465,2337,252,Megrivirus,13.3,polyprotein,13.856740601503757,6891,6,6891
55,vHMM_18370,k141_5678,222.42928,108,978,Avisivirus,16.1,polyprotein,13.815483229813664,1010,3,1010
56,vHMM_18388,k141_6276,173.04132,693,3,Pasivirus,12.6,polyprotein,13.733438095238096,975,6,975
57,vHMM_18373,k141_2508,118.04667,3054,2580,Cosavirus,8.6,polyprotein,13.726356976744187,6891,6,6891
58,vHMM_18370,k141_2508,218.07259,6252,4131,Avisivirus,16.1,polyprotein,13.544881366459625,6891,6,6891
59,vHMM_18379,k141_5678,159.75766,18,993,Hepatovirus,11.8,polyprotein,13.53878474576271,1010,3,1010
60,vHMM_18387,k141_8070,213.38106,3,648,Parechovirus,15.8,polyprotein,13.505130379746834,803,3,803
61,vHMM_18368,k141_3905,134.99074,12,738,Aquamavirus,10.0,polyprotein,13.499073999999998,1658,3,1658
