,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_18375,k141_128030,2280.6091,630,7503,Enterovirus,13.0,polyprotein,175.43146923076924,7704,1,7704
1,vHMM_18371,k141_128030,2396.684,606,7503,Bopivirus,13.7,polyprotein,174.9404379562044,7704,1,7704
2,vHMM_18365,k141_18391,1784.8134,1695,8226,Ailurivirus,10.6,polyprotein,168.37862264150945,8510,1,8510
3,vHMM_18363,k141_128030,2652.9727,432,7503,Picornaviridae,23.0,polyprotein,115.34663913043478,7704,1,7704
4,vHMM_18373,k141_18391,981.41656,4359,8226,Cosavirus,8.6,polyprotein,114.1182046511628,8510,1,8510
5,vHMM_18385,k141_18391,1435.9111,1689,8226,Mosavirus,13.1,polyprotein,109.61153435114504,8510,1,8510
6,vHMM_18396,k141_18391,918.4542,4446,8220,Senecavirus,10.3,polyprotein,89.17031067961165,8510,1,8510
7,vHMM_18372,k141_18391,1309.3868,4410,8226,Cardiovirus,14.8,polyprotein,88.47208108108107,8510,1,8510
8,vHMM_18363,k141_18391,1967.9702,1575,8226,Picornaviridae,23.0,polyprotein,85.56392173913044,8510,1,8510
9,vHMM_18367,k141_18391,708.9811,1665,5745,Aphthovirus,10.9,polyprotein,65.04413761467889,8510,1,8510
10,vHMM_18367,k141_18391,629.1134,6321,8223,Aphthovirus,10.9,polyprotein,57.71682568807339,8510,1,8510
11,vHMM_18373,k141_18391,488.5478,1695,3555,Cosavirus,8.6,polyprotein,56.807883720930235,8510,1,8510
12,vHMM_18371,k141_18391,771.0977,4812,8226,Bopivirus,13.7,polyprotein,56.28450364963504,8510,1,8510
13,vHMM_18393,k141_18391,522.87146,4812,8151,Rosavirus,9.9,polyprotein,52.815298989898984,8510,1,8510
14,vHMM_18393,k141_128030,469.62268,4122,7503,Rosavirus,9.9,polyprotein,47.43663434343434,7704,1,7704
15,vHMM_18372,k141_18391,693.288,1683,4092,Cardiovirus,14.8,polyprotein,46.843783783783785,8510,1,8510
16,vHMM_18386,k141_18391,410.11108,4803,8166,Oscivirus,9.2,polyprotein,44.57729130434783,8510,1,8510
17,vHMM_18396,k141_18391,410.95798,1680,4104,Senecavirus,10.3,polyprotein,39.89883300970874,8510,1,8510
18,vHMM_18400,k141_18391,417.24384,6306,8217,Tottorivirus,10.5,polyprotein,39.73750857142857,8510,1,8510
19,vHMM_18380,k141_18391,407.0928,6303,8214,Hunnivirus,11.0,polyprotein,37.00843636363636,8510,1,8510
20,vHMM_8269,k141_32637,561.85724,1314,21,Astroviridae,16.0,capsid;VP90,35.1160775,1317,5,1317
21,vHMM_18380,k141_18391,364.55368,1686,4278,Hunnivirus,11.0,polyprotein,33.14124363636363,8510,1,8510
22,vHMM_18373,k141_128030,270.86707,5649,7425,Cosavirus,8.6,polyprotein,31.496170930232562,7704,1,7704
23,vHMM_18376,k141_18391,436.4485,1683,4068,Erbovirus,14.5,polyprotein,30.09989655172414,8510,1,8510
24,vHMM_18371,k141_18391,407.93658,1701,3357,Bopivirus,13.7,polyprotein,29.77639270072993,8510,1,8510
25,vHMM_18376,k141_18391,423.67545,6306,8226,Erbovirus,14.5,polyprotein,29.21899655172414,8510,1,8510
26,vHMM_18389,k141_128030,314.01016,4125,7494,Passerivirus,10.8,polyprotein,29.07501481481481,7704,1,7704
27,vHMM_18389,k141_18391,300.22574,6417,8151,Passerivirus,10.8,polyprotein,27.798679629629625,8510,1,8510
28,vHMM_18367,k141_128030,297.22263,5952,7497,Aphthovirus,10.9,polyprotein,27.268131192660547,7704,1,7704
29,vHMM_18384,k141_18391,361.3406,6258,8151,Megrivirus,13.3,polyprotein,27.16846616541353,8510,1,8510
30,vHMM_18385,k141_128030,350.676,5640,7497,Mosavirus,13.1,polyprotein,26.76916030534351,7704,1,7704
31,vHMM_18398,k141_18391,374.03488,6276,8226,Teschovirus,14.0,polyprotein,26.716777142857143,8510,1,8510
32,vHMM_18373,k141_128030,227.37659,1230,2226,Cosavirus,8.6,polyprotein,26.439138372093023,7704,1,7704
33,vHMM_18374,k141_128030,219.81082,5748,7437,Crohivirus,8.4,polyprotein,26.167954761904763,7704,1,7704
