,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_2417,k141_55229,70.03058,768,654,Astroviridae,13.2,capsid;VP90,5.30534696969697,789,5,789
1,vHMM_13440,k141_85310,7.346428,222,246,Livupivirus,1.9,polyprotein,3.8665410526315793,318,3,318
2,vHMM_13440,k141_85310,7.346428,45,69,Livupivirus,1.9,polyprotein,3.8665410526315793,318,3,318
3,vHMM_13101,k141_53501,47.13231,685,508,Picornaviridae,12.6,polyprotein,3.7406595238095237,1018,6,1018
4,vHMM_2420,k141_55229,40.06394,621,567,Astroviridae,11.9,capsid;VP90,3.366717647058824,789,5,789
5,vHMM_13634,k141_53501,35.730637,685,511,Salivirus,10.7,polyprotein,3.339311869158879,1018,6,1018
6,vHMM_3457,k141_4966,16.294825,384,336,Norovirus,6.7,polyprotein;nonstructural,2.432063432835821,876,6,876
7,vHMM_13224,k141_44243,15.148602,9,57,Avihepatovirus,6.6,polyprotein,2.2952427272727274,387,3,387
8,vHMM_13333,k141_9186,23.099848,90,27,Harkavirus,10.1,polyprotein,2.2871136633663367,363,4,363
9,vHMM_3457,k141_81832,14.775859,102,147,Norovirus,6.7,polyprotein;nonstructural,2.205352089552239,323,2,323
10,vHMM_3441,k141_14815,13.144345,84,144,Lagovirus,6.0,polyprotein;nonstructural,2.1907241666666666,439,2,439
11,vHMM_13728,k141_49631,11.90836,271,232,Tremovirus,5.5,polyprotein,2.1651563636363638,373,4,373
12,vHMM_13626,k141_53501,25.224552,679,565,Sakobuvirus,11.7,polyprotein,2.1559446153846156,1018,6,1018
13,vHMM_3457,k141_42936,14.32451,225,183,Norovirus,6.7,polyprotein;nonstructural,2.137986567164179,435,6,435
14,vHMM_13728,k141_16231,11.450338,159,186,Tremovirus,5.5,polyprotein,2.0818796363636363,354,2,354
15,vHMM_13330,k141_13203,14.398825,336,303,Harkavirus,7.0,polyprotein,2.056975,342,4,342
16,vHMM_13240,k141_53501,26.130434,673,505,Avisivirus,13.0,polyprotein,2.010033384615385,1018,6,1018
17,vHMM_13728,k141_74196,10.64049,85,55,Tremovirus,5.5,polyprotein,1.9346345454545455,304,6,304
18,vHMM_13728,k141_28995,10.461888,167,146,Tremovirus,5.5,polyprotein,1.9021614545454546,473,4,473
19,vHMM_13224,k141_37787,12.370078,378,423,Avihepatovirus,6.6,polyprotein,1.8742542424242425,812,3,812
20,vHMM_3457,k141_43477,12.517428,90,183,Norovirus,6.7,polyprotein;nonstructural,1.8682728358208955,302,2,302
