,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_13629,k141_10420,13.112667,310,271,Sakobuvirus,4.8,polyprotein,2.7318056250000002,406,6,406
1,vHMM_3441,k141_93037,14.815239,259,184,Lagovirus,6.0,polyprotein;nonstructural,2.4692065,337,4,337
2,vHMM_13210,k141_77150,27.166132,144,216,Aquamavirus,11.5,polyprotein,2.362272347826087,336,1,336
3,vHMM_3441,k141_53925,13.46183,36,114,Lagovirus,6.0,polyprotein;nonstructural,2.2436383333333336,358,2,358
4,vHMM_13728,k141_77026,12.174936,231,276,Tremovirus,5.5,polyprotein,2.213624727272727,478,1,478
5,vHMM_13728,k141_19188,12.071825,198,240,Tremovirus,5.5,polyprotein,2.1948772727272727,596,1,596
6,vHMM_13629,k141_90909,10.409596,120,165,Sakobuvirus,4.8,polyprotein,2.1686658333333337,308,2,308
7,vHMM_13728,k141_76683,10.7579975,51,90,Tremovirus,5.5,polyprotein,1.9559995454545456,585,3,585
8,vHMM_13570,k141_14899,19.684147,297,354,Potamipivirus,10.3,polyprotein,1.9110822330097086,373,3,373
9,vHMM_13149,k141_64599,15.821791,438,477,Ampivirus,8.4,polyprotein,1.8835465476190474,688,2,688
10,vHMM_13728,k141_46414,10.302652,63,27,Tremovirus,5.5,polyprotein,1.8732094545454545,393,4,393
11,vHMM_13558,k141_66698,20.822,1770,1815,Potamipivirus,11.2,polyprotein,1.8591071428571428,3491,2,3491
12,vHMM_3488,k141_31193,20.259493,132,222,Sapovirus,11.3,polyprotein;nonstructural,1.7928754867256635,427,1,427
13,vHMM_3441,k141_28412,10.745176,267,342,Lagovirus,6.0,polyprotein;nonstructural,1.7908626666666667,371,3,371
14,vHMM_13728,k141_3769,9.821859,72,87,Tremovirus,5.5,polyprotein,1.7857925454545454,330,1,330
15,vHMM_3413,k141_98774,11.093249,318,276,Vesivirus,6.6,capsid,1.6807953030303031,327,5,327
16,vHMM_13709,k141_7101,13.707935,263,212,Tottorivirus,8.2,polyprotein,1.6716993902439028,386,6,386
17,vHMM_13650,k141_62539,18.174507,195,150,Senecavirus,10.9,polyprotein,1.6673859633027521,435,5,435
18,vHMM_13631,k141_41799,8.812715,325,265,Sakobuvirus,5.3,polyprotein,1.6627764150943398,367,4,367
19,vHMM_13224,k141_3728,10.848519,105,129,Avihepatovirus,6.6,polyprotein,1.643715,318,1,318
20,vHMM_13682,k141_22741,17.790764,99,159,Teschovirus,10.9,polyprotein,1.6321801834862384,313,2,313
21,vHMM_13330,k141_96995,11.331924,255,297,Harkavirus,7.0,polyprotein,1.6188462857142858,386,2,386
22,vHMM_13399,k141_87569,19.976274,51,111,Kunsagivirus,12.6,polyprotein,1.5854185714285716,302,1,302
23,vHMM_13701,k141_99624,18.012796,237,279,Torchivirus,11.5,polyprotein,1.566330086956522,358,2,358
