,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_13440,k141_33316,9.745141,135,162,Livupivirus,1.9,polyprotein,5.129021578947369,326,2,326
1,vHMM_13629,k141_6245,12.114178,329,293,Sakobuvirus,4.8,polyprotein,2.5237870833333336,452,4,452
2,vHMM_13335,k141_53990,16.925379,2457,2421,Harkavirus,6.8,polyprotein,2.4890263235294117,3876,4,3876
3,vHMM_3413,k141_17439,15.130571,3,36,Vesivirus,6.6,capsid,2.2925107575757577,400,1,400
4,vHMM_3457,k141_40468,13.774327,224,176,Norovirus,6.7,polyprotein;nonstructural,2.0558697014925373,1202,6,1202
5,vHMM_13598,k141_15926,19.391623,752,704,Rosavirus,9.7,polyprotein,1.9991363917525773,1517,6,1517
6,vHMM_13365,k141_45103,14.133481,1077,1113,Hepatovirus,7.5,polyprotein,1.8844641333333334,1660,2,1660
7,vHMM_3413,k141_23637,12.287994,2022,2055,Vesivirus,6.6,capsid,1.8618172727272728,4911,2,4911
8,vHMM_13728,k141_13293,9.930845,93,138,Tremovirus,5.5,polyprotein,1.8056081818181817,333,3,333
9,vHMM_13338,k141_44274,19.478153,356,296,Harkavirus,11.1,polyprotein,1.7547885585585585,422,4,422
10,vHMM_13224,k141_10115,11.530973,57,99,Avihepatovirus,6.6,polyprotein,1.7471171212121213,320,2,320
11,vHMM_2449,k141_30144,14.591515,2727,2766,Avastrovirus,8.6,polyprotein 1ab,1.6966877906976745,4472,2,4472
12,vHMM_3413,k141_44762,11.131095,601,571,Vesivirus,6.6,capsid,1.6865295454545455,607,5,607
13,vHMM_13341,k141_42931,17.3166,224,179,Harkavirus,10.5,polyprotein,1.6492,323,6,323
14,vHMM_13728,k141_15350,8.97148,1214,1187,Tremovirus,5.5,polyprotein,1.6311781818181819,2747,4,2747
15,vHMM_13335,k141_5712,11.077289,465,501,Harkavirus,6.8,polyprotein,1.6290130882352942,652,1,652
16,vHMM_13598,k141_45620,15.766638,162,207,Rosavirus,9.7,polyprotein,1.6254265979381446,473,3,473
17,vHMM_2449,k141_4396,13.557007,201,240,Avastrovirus,8.6,polyprotein 1ab,1.5763961627906977,534,2,534
18,vHMM_3457,k141_10369,10.531781,270,294,Norovirus,6.7,polyprotein;nonstructural,1.5719076119402986,351,3,351
19,vHMM_13250,k141_54721,18.357225,225,264,Avisivirus,11.7,polyprotein,1.5689935897435898,629,2,629
20,vHMM_3457,k141_17324,10.507557,631,604,Norovirus,6.7,polyprotein;nonstructural,1.5682920895522388,1540,5,1540
21,vHMM_13583,k141_11219,13.551781,87,126,Rafivirus,8.7,polyprotein,1.5576759770114943,344,2,344
22,vHMM_13604,k141_44831,14.526155,347,305,Rosavirus,9.5,polyprotein,1.529068947368421,2489,4,2489
