,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_18374,k141_17975,2728.9705,6649,145,Crohivirus,8.4,polyprotein,324.87744047619043,7045,5,7045
1,vHMM_21553,k141_17975,2433.652,6652,145,Parechovirus,12.0,polyprotein_custom,202.80433333333335,7045,5,7045
2,vHMM_18374,k141_16661,1259.9379,6189,237,Crohivirus,8.4,polyprotein,149.9926071428571,6888,5,6888
3,vHMM_18387,k141_17975,2273.1804,6649,145,Parechovirus,15.8,polyprotein,143.87217721518988,7045,5,7045
4,vHMM_18375,k141_21548,1554.2812,3903,81,Enterovirus,13.0,polyprotein,119.5600923076923,3906,4,3906
5,vHMM_18388,k141_17975,1478.7983,6625,232,Pasivirus,12.6,polyprotein,117.36494444444445,7045,5,7045
6,vHMM_18371,k141_21548,1503.2986,3903,81,Bopivirus,13.7,polyprotein,109.72982481751826,3906,4,3906
7,vHMM_18363,k141_21548,1746.673,3903,81,Picornaviridae,23.0,polyprotein,75.94230434782608,3906,4,3906
8,vHMM_21553,k141_16661,847.4273,6174,2433,Parechovirus,12.0,polyprotein_custom,70.61894166666666,6888,5,6888
9,vHMM_18363,k141_17975,1335.6531,6652,181,Picornaviridae,23.0,polyprotein,58.071873913043476,7045,5,7045
10,vHMM_21550,k141_18644,839.5914,4042,2509,Astroviridae,15.0,1B,55.97276,4882,4,4882
11,vHMM_21549,k141_31770,834.12714,6653,4058,Astroviridae,15.0,1A,55.608476,6707,5,6707
12,vHMM_21550,k141_31770,827.1338,4037,2525,Astroviridae,15.0,1B,55.14225333333333,6707,4,6707
13,vHMM_21549,k141_30912,823.11884,2921,368,Astroviridae,15.0,1A,54.87458933333333,2954,6,2954
14,vHMM_21550,k141_33133,750.6112,1637,83,Astroviridae,15.0,1B,50.04074666666667,1985,4,1985
15,vHMM_18363,k141_16661,1147.982,6174,186,Picornaviridae,23.0,polyprotein,49.912260869565216,6888,5,6888
16,vHMM_18393,k141_21548,491.2539,3465,81,Rosavirus,9.9,polyprotein,49.621606060606055,3906,4,3906
17,vHMM_18367,k141_21548,525.84436,3138,87,Aphthovirus,10.9,polyprotein,48.24260183486239,3906,4,3906
18,vHMM_21553,k141_16661,570.28375,2325,231,Parechovirus,12.0,polyprotein_custom,47.52364583333334,6888,5,6888
19,vHMM_21550,k141_21581,705.2279,1230,6,Astroviridae,15.0,1B,47.01519333333333,1485,6,1485
20,vHMM_21551,k141_18644,702.7739,2545,268,Astroviridae,15.0,2,46.851593333333334,4882,5,4882
21,vHMM_21551,k141_14709,699.5659,906,3183,Astroviridae,15.0,2,46.63772666666667,3436,3,3436
22,vHMM_18387,k141_16661,735.51935,6108,2424,Parechovirus,15.8,polyprotein,46.551857594936706,6888,5,6888
23,vHMM_18388,k141_16661,585.72845,3762,246,Pasivirus,12.6,polyprotein,46.48638492063492,6888,5,6888
24,vHMM_18370,k141_17975,734.56915,4270,169,Avisivirus,16.1,polyprotein,45.62541304347826,7045,5,7045
25,vHMM_21551,k141_31770,678.8451,2564,362,Astroviridae,15.0,2,45.25634,6707,5,6707
26,vHMM_21551,k141_11582,675.7077,6,2046,Astroviridae,15.0,2,45.047180000000004,2484,1,2484
27,vHMM_18370,k141_16661,724.18,4125,174,Avisivirus,16.1,polyprotein,44.98012422360248,6888,5,6888
28,vHMM_21551,k141_17997,672.5233,1716,9,Astroviridae,15.0,2,44.83488666666666,1749,4,1749
29,vHMM_21552,k141_21548,648.85736,3483,87,Kobuvirus,15.0,polyprotein_custom,43.25715733333333,3906,4,3906
30,vHMM_18381,k141_16661,518.44653,3420,177,Kunsagivirus,12.1,polyprotein,42.84682066115703,6888,5,6888
31,vHMM_8269,k141_18644,674.6723,2467,301,Astroviridae,16.0,capsid;VP90,42.16701875,4882,5,4882
32,vHMM_8269,k141_14709,659.6321,1008,3096,Astroviridae,16.0,capsid;VP90,41.22700625,3436,3,3436
33,vHMM_8269,k141_31770,656.44525,2483,329,Astroviridae,16.0,capsid;VP90,41.027828125,6707,5,6707
34,vHMM_18371,k141_9466,561.8954,1807,22,Bopivirus,13.7,polyprotein,41.01426277372263,1813,6,1813
35,vHMM_8269,k141_11582,655.43365,72,2040,Astroviridae,16.0,capsid;VP90,40.964603125,2484,1,2484
36,vHMM_8269,k141_17997,651.0427,1713,6,Astroviridae,16.0,capsid;VP90,40.69016875,1749,4,1749
37,vHMM_21549,k141_35630,583.32434,1734,3,Astroviridae,15.0,1A,38.88828933333333,1794,6,1794
38,vHMM_18375,k141_9466,499.8804,1810,121,Enterovirus,13.0,polyprotein,38.45233846153846,1813,6,1813
39,vHMM_18373,k141_21548,321.97263,2091,81,Cosavirus,8.6,polyprotein,37.43867790697674,3906,4,3906
40,vHMM_18382,k141_17975,425.4223,3484,214,Limnipivirus,11.6,polyprotein,36.674336206896555,7045,5,7045
41,vHMM_21550,k141_14709,545.7668,3,981,Astroviridae,15.0,1B,36.38445333333333,3436,2,3436
42,vHMM_18387,k141_16661,544.95355,2325,234,Parechovirus,15.8,polyprotein,34.49073101265822,6888,5,6888
43,vHMM_18391,k141_17975,375.5342,2113,145,Potamipivirus,11.3,polyprotein,33.23311504424778,7045,5,7045
44,vHMM_8272,k141_18644,832.5002,4078,2506,Mamastrovirus,25.6,polyprotein 1ab,32.519539062499994,4882,4,4882
45,vHMM_18382,k141_16661,366.96524,3450,246,Limnipivirus,11.6,polyprotein,31.63493448275862,6888,5,6888
46,vHMM_8272,k141_31770,805.9242,4055,2522,Mamastrovirus,25.6,polyprotein 1ab,31.4814140625,6707,4,6707
47,vHMM_21551,k141_11299,457.97018,2058,267,Astroviridae,15.0,2,30.531345333333334,2061,5,2061
48,vHMM_21549,k141_14360,454.07092,1089,9,Astroviridae,15.0,1A,30.271394666666666,1116,5,1116
49,vHMM_18375,k141_16661,391.29413,3438,189,Enterovirus,13.0,polyprotein,30.09954846153846,6888,5,6888
50,vHMM_18393,k141_17975,296.72647,3766,220,Rosavirus,9.9,polyprotein,29.972370707070706,7045,5,7045
51,vHMM_8272,k141_33133,766.70215,1640,83,Mamastrovirus,25.6,polyprotein 1ab,29.949302734374996,1985,4,1985
52,vHMM_8271,k141_33133,521.5757,1601,128,Avastrovirus,17.8,polyprotein 1ab,29.302005617977525,1985,4,1985
53,vHMM_18381,k141_17975,350.05167,2128,187,Kunsagivirus,12.1,polyprotein,28.92989008264463,7045,5,7045
54,vHMM_18385,k141_21548,378.55136,2019,84,Mosavirus,13.1,polyprotein,28.89705038167939,3906,4,3906
55,vHMM_8271,k141_31770,513.45276,4082,2585,Avastrovirus,17.8,polyprotein 1ab,28.8456606741573,6707,4,6707
56,vHMM_18375,k141_17975,374.98706,3475,220,Enterovirus,13.0,polyprotein,28.84515846153846,7045,5,7045
57,vHMM_18386,k141_21548,264.23465,1608,93,Oscivirus,9.2,polyprotein,28.721157608695652,3906,4,3906
58,vHMM_8271,k141_18644,504.41928,4078,2560,Avastrovirus,17.8,polyprotein 1ab,28.338161797752807,4882,4,4882
59,vHMM_8270,k141_18644,858.2075,4087,2506,Astroviridae,30.4,polyprotein 1ab,28.230509868421052,4882,4,4882
60,vHMM_18374,k141_21548,236.49393,1815,141,Crohivirus,8.4,polyprotein,28.154039285714287,3906,4,3906
61,vHMM_8272,k141_21581,713.7125,1260,6,Mamastrovirus,25.6,polyprotein 1ab,27.879394531249996,1485,6,1485
62,vHMM_8270,k141_31770,833.11615,4067,2522,Astroviridae,30.4,polyprotein 1ab,27.405136513157895,6707,4,6707
63,vHMM_8270,k141_33133,822.5274,1637,83,Astroviridae,30.4,polyprotein 1ab,27.056822368421052,1985,4,1985
64,vHMM_8269,k141_11299,426.62454,2058,375,Astroviridae,16.0,capsid;VP90,26.66403375,2061,5,2061
65,vHMM_8271,k141_21581,474.35477,1317,6,Avastrovirus,17.8,polyprotein 1ab,26.64914438202247,1485,6,1485
66,vHMM_18384,k141_21548,353.0548,2187,90,Megrivirus,13.3,polyprotein,26.545473684210524,3906,4,3906
67,vHMM_21552,k141_16661,392.61496,3735,243,Kobuvirus,15.0,polyprotein_custom,26.174330666666666,6888,5,6888
68,vHMM_18391,k141_16661,294.79575,2217,243,Potamipivirus,11.3,polyprotein,26.088119469026548,6888,5,6888
69,vHMM_18391,k141_17975,293.401,4300,2449,Potamipivirus,11.3,polyprotein,25.964690265486723,7045,5,7045
70,vHMM_21552,k141_17975,374.187,3850,223,Kobuvirus,15.0,polyprotein_custom,24.945800000000002,7045,5,7045
71,vHMM_18363,k141_9466,562.61053,1807,124,Picornaviridae,23.0,polyprotein,24.461327391304348,1813,6,1813
