,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_13440,k141_4001,11.105613,474,504,Livupivirus,1.9,polyprotein,5.845059473684211,676,2,676
1,vHMM_13440,k141_19689,10.337583,243,285,Livupivirus,1.9,polyprotein,5.440833157894737,375,1,375
2,vHMM_21549,k141_10584,31.450428,24,111,Astroviridae,15.0,1A,2.0966952,350,3,350
3,vHMM_13728,k141_36492,10.887755,309,273,Tremovirus,5.5,polyprotein,1.9795918181818182,339,4,339
4,vHMM_13224,k141_24673,12.696522,337,304,Avihepatovirus,6.6,polyprotein,1.9237154545454547,361,4,361
5,vHMM_13327,k141_22604,13.089953,75,39,Harkavirus,7.1,polyprotein,1.8436553521126762,306,5,306
6,vHMM_13728,k141_8987,9.983654,166,133,Tremovirus,5.5,polyprotein,1.8152098181818181,313,6,313
7,vHMM_13335,k141_51762,12.137411,379,346,Harkavirus,6.8,polyprotein,1.7849133823529413,388,4,388
8,vHMM_21549,k141_15923,26.55555,347,176,Astroviridae,15.0,1A,1.77037,425,6,425
9,vHMM_13733,k141_37399,14.750591,66,117,Tremovirus,8.6,polyprotein,1.7151850000000002,402,3,402
10,vHMM_18374,k141_10745,14.269276,144,282,Crohivirus,8.4,polyprotein,1.6987233333333331,434,2,434
11,vHMM_13707,k141_20617,14.870789,85,61,Torchivirus,8.9,polyprotein,1.6708751685393257,409,4,409
12,vHMM_13652,k141_10677,17.816349,24,96,Senecavirus,10.8,polyprotein,1.6496619444444443,325,1,325
13,vHMM_13709,k141_48950,12.984608,102,132,Tottorivirus,8.2,polyprotein,1.583488780487805,342,1,342
14,vHMM_21549,k141_1579,23.713665,420,645,Astroviridae,15.0,1A,1.580911,1072,2,1072
15,vHMM_3423,k141_12980,12.009758,229,205,Caliciviridae,7.6,polyprotein;nonstructural,1.5802313157894736,301,5,301
16,vHMM_13224,k141_50860,10.411784,56,17,Avihepatovirus,6.6,polyprotein,1.5775430303030304,890,4,890
17,vHMM_13415,k141_14381,16.85848,108,180,Limnipivirus,10.8,polyprotein,1.5609703703703703,341,3,341
18,vHMM_13392,k141_31627,12.910435,134,77,Kunsagivirus,8.3,polyprotein,1.555474096385542,347,4,347
19,vHMM_13691,k141_26588,12.548173,110,80,Teschovirus,8.2,polyprotein,1.5302650000000002,383,5,383
20,vHMM_13335,k141_47940,10.380057,97,64,Harkavirus,6.8,polyprotein,1.5264789705882353,331,4,331
21,vHMM_2449,k141_34224,13.094516,154,106,Avastrovirus,8.6,polyprotein 1ab,1.522618139534884,397,6,397
22,vHMM_3479,k141_1643,15.9459305,300,339,Norovirus,10.5,polyprotein;nonstructural,1.5186600476190475,457,2,457
23,vHMM_13149,k141_26210,12.630843,481,409,Ampivirus,8.4,polyprotein,1.5036717857142856,994,5,994
24,vHMM_2449,k141_22913,12.902031,648,705,Avastrovirus,8.6,polyprotein 1ab,1.5002361627906977,887,1,887
25,vHMM_13359,k141_50060,11.221813,473,449,Hepatovirus,7.5,polyprotein,1.4962417333333333,572,5,572
26,vHMM_13231,k141_2047,13.008748,191,146,Avihepatovirus,8.7,polyprotein,1.495258390804598,239,4,239
27,vHMM_13560,k141_540,13.870517,134,86,Potamipivirus,9.3,polyprotein,1.491453440860215,377,5,377
28,vHMM_3400,k141_38361,16.401508,39,96,Recovirus,11.1,capsid,1.4776133333333334,345,1,345
29,vHMM_13354,k141_3699,17.714956,303,342,Hepatovirus,12.1,polyprotein,1.4640459504132233,358,2,358
30,vHMM_13596,k141_20536,16.479216,39,84,Rafivirus,11.3,polyprotein,1.4583376991150443,413,2,413
31,vHMM_2477,k141_10584,28.761097,21,111,Mamastrovirus,19.9,polyprotein 1ab,1.445281256281407,350,3,350
32,vHMM_13733,k141_26292,12.2187605,310,250,Tremovirus,8.6,polyprotein,1.420786104651163,454,5,454
33,vHMM_13715,k141_18027,11.78268,112,79,Tottorivirus,8.3,polyprotein,1.4195999999999998,439,4,439
34,vHMM_13397,k141_18802,18.012026,210,276,Kunsagivirus,12.7,polyprotein,1.4182697637795276,360,2,360
35,vHMM_2449,k141_13354,12.194129,375,399,Avastrovirus,8.6,polyprotein 1ab,1.4179219767441862,431,3,431
36,vHMM_2481,k141_36690,13.858126,374,344,Mamastrovirus,9.8,polyprotein 1ab,1.4140944897959182,398,4,398
37,vHMM_13189,k141_14365,14.184488,204,252,Ampivirus,10.1,polyprotein,1.4044047524752477,368,2,368
38,vHMM_13112,k141_4415,15.282769,99,63,Aalivirus,10.9,polyprotein,1.4020888990825688,321,5,321
39,vHMM_13415,k141_39085,15.141537,186,225,Limnipivirus,10.8,polyprotein,1.4019941666666664,494,1,494
40,vHMM_2449,k141_18050,12.028117,195,165,Avastrovirus,8.6,polyprotein 1ab,1.3986182558139535,627,6,627
41,vHMM_3423,k141_39752,10.585771,108,132,Caliciviridae,7.6,polyprotein;nonstructural,1.392864605263158,314,3,314
42,vHMM_13231,k141_42100,11.9367695,108,150,Avihepatovirus,8.7,polyprotein,1.372042471264368,426,1,426
43,vHMM_13231,k141_18011,11.900291,335,290,Avihepatovirus,8.7,polyprotein,1.3678495402298851,383,4,383
44,vHMM_13600,k141_21144,11.749436,180,141,Rosavirus,8.6,polyprotein,1.366213488372093,471,4,471
45,vHMM_13598,k141_43329,13.238986,102,138,Rosavirus,9.7,polyprotein,1.3648439175257734,385,2,385
46,vHMM_13703,k141_2536,13.094634,204,264,Torchivirus,9.6,polyprotein,1.364024375,442,3,442
47,vHMM_2449,k141_31355,11.679459,18,63,Avastrovirus,8.6,polyprotein 1ab,1.3580766279069767,426,2,426
48,vHMM_13477,k141_11945,13.843264,154,85,Oscivirus,10.2,polyprotein,1.3571827450980394,301,6,301
49,vHMM_13374,k141_6739,13.433158,210,237,Hunnivirus,9.9,polyprotein,1.3568846464646465,320,1,320
50,vHMM_3526,k141_23854,13.933503,96,138,Vesivirus,10.3,polyprotein;nonstructural,1.352767281553398,323,2,323
51,vHMM_13234,k141_22721,16.226494,9,42,Avihepatovirus,12.0,polyprotein,1.3522078333333332,306,2,306
52,vHMM_13594,k141_11777,15.131555,42,99,Rafivirus,11.2,polyprotein,1.3510316964285716,489,1,489
53,vHMM_13258,k141_10677,15.382648,24,96,Cardiovirus,11.4,polyprotein,1.3493550877192981,325,1,325
54,vHMM_13600,k141_13984,11.549477,188,149,Rosavirus,8.6,polyprotein,1.342962441860465,518,4,518
55,vHMM_13661,k141_17828,14.893777,298,229,Sicinivirus,11.1,polyprotein,1.3417817117117117,319,6,319
56,vHMM_13560,k141_53646,12.471446,341,308,Potamipivirus,9.3,polyprotein,1.341015698924731,356,6,356
57,vHMM_3431,k141_3519,14.477413,223,148,Lagovirus,10.8,polyprotein;nonstructural,1.3405012037037036,343,6,343
58,vHMM_13492,k141_18679,14.473895,124,91,Parechovirus,10.8,polyprotein,1.340175462962963,481,6,481
59,vHMM_13659,k141_49987,18.040495,264,300,Sicinivirus,13.6,polyprotein,1.3265069852941176,341,1,341
60,vHMM_13409,k141_8872,14.322382,384,408,Limnipivirus,10.8,polyprotein,1.3261464814814814,473,1,473
61,vHMM_13231,k141_12728,11.476953,543,567,Avihepatovirus,8.7,polyprotein,1.31919,673,2,673
62,vHMM_13333,k141_23923,13.298626,109,43,Harkavirus,10.1,polyprotein,1.3166956435643564,301,6,301
63,vHMM_13250,k141_49392,15.328577,122,92,Avisivirus,11.7,polyprotein,1.3101347863247863,308,4,308
64,vHMM_13294,k141_32417,13.4107,285,327,Erbovirus,10.3,polyprotein,1.302009708737864,356,1,356
65,vHMM_13661,k141_10162,14.307631,85,16,Sicinivirus,11.1,polyprotein,1.288975765765766,232,4,232
66,vHMM_13196,k141_29458,13.500656,322,295,Aphthovirus,10.5,polyprotein,1.2857767619047618,361,6,361
67,vHMM_13668,k141_28430,13.986935,135,168,Sicinivirus,10.9,polyprotein,1.2832050458715596,658,1,658
68,vHMM_13146,k141_27479,13.303913,111,57,Ampivirus,10.4,polyprotein,1.2792224038461537,345,5,345
69,vHMM_13594,k141_6536,14.282701,297,249,Rafivirus,11.2,polyprotein,1.2752411607142857,333,4,333
70,vHMM_13643,k141_12565,12.390663,180,198,Senecavirus,9.8,polyprotein,1.2643533673469387,347,1,347
71,vHMM_13305,k141_48562,14.270256,115,76,Erbovirus,11.3,polyprotein,1.2628545132743363,334,4,334
72,vHMM_13136,k141_39758,13.881875,210,252,Ailurivirus,11.0,polyprotein,1.2619886363636363,389,2,389
73,vHMM_2469,k141_25175,17.398354,384,423,Mamastrovirus,13.8,polyprotein 1ab,1.2607502898550724,484,1,484
74,vHMM_13560,k141_14956,11.72352,255,207,Potamipivirus,9.3,polyprotein,1.2605935483870967,465,5,465
75,vHMM_13317,k141_26397,14.362824,281,242,Gallivirus,11.4,polyprotein,1.2598968421052632,428,6,428
76,vHMM_2422,k141_36690,14.65541,374,344,Astroviridae,11.7,polyprotein 1ab,1.2525991452991454,398,4,398
77,vHMM_13354,k141_30174,15.139674,107,77,Hepatovirus,12.1,polyprotein,1.2512127272727274,341,5,341
78,vHMM_13604,k141_18512,11.78865,181,157,Rosavirus,9.5,polyprotein,1.2409105263157896,352,6,352
79,vHMM_2480,k141_36219,19.849417,108,213,Mamastrovirus,16.0,polyprotein 1ab,1.2405885625,420,3,420
80,vHMM_13600,k141_12625,10.66761,39,12,Rosavirus,8.6,polyprotein,1.2404197674418604,468,6,468
81,vHMM_13406,k141_38278,14.447379,270,306,Limnipivirus,11.7,polyprotein,1.234818717948718,571,2,571
82,vHMM_13480,k141_1825,16.904919,222,183,Parechovirus,13.7,polyprotein,1.233935693430657,450,5,450
83,vHMM_3449,k141_45765,12.177008,630,684,Lagovirus,9.9,polyprotein;nonstructural,1.230000808080808,928,3,928
84,vHMM_13615,k141_34674,12.6503935,157,112,Sakobuvirus,10.3,polyprotein,1.2281935436893203,439,5,439
85,vHMM_13707,k141_40043,10.863032,58,34,Torchivirus,8.9,polyprotein,1.220565393258427,343,6,343
86,vHMM_13197,k141_22043,15.372756,217,184,Aphthovirus,12.6,polyprotein,1.2200600000000001,319,5,319
87,vHMM_13560,k141_36988,11.327877,225,258,Potamipivirus,9.3,polyprotein,1.2180512903225806,305,3,305
88,vHMM_13743,k141_44992,15.200907,393,438,Tremovirus,12.5,polyprotein,1.21607256,508,1,508
89,vHMM_3429,k141_852,13.230712,72,114,Lagovirus,10.9,polyprotein;nonstructural,1.2138267889908256,348,3,348
