,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_21549,k141_13663,26.906,702,201,Astroviridae,15.0,1A,1.7937333333333332,1698,5,1698
1,vHMM_13522,k141_874,20.707031,60,111,Passerivirus,11.6,polyprotein,1.785088879310345,343,2,343
2,vHMM_13317,k141_18283,20.217573,234,186,Gallivirus,11.4,polyprotein,1.7734713157894737,786,5,786
3,vHMM_13330,k141_8646,12.221489,150,216,Harkavirus,7.0,polyprotein,1.745927,403,3,403
4,vHMM_3423,k141_35775,13.059826,54,102,Caliciviridae,7.6,polyprotein;nonstructural,1.718398157894737,456,1,456
5,vHMM_3413,k141_12794,11.126278,159,201,Vesivirus,6.6,capsid,1.685799696969697,443,3,443
6,vHMM_3457,k141_16576,10.938607,210,252,Norovirus,6.7,polyprotein;nonstructural,1.632627910447761,354,3,354
7,vHMM_13327,k141_24687,11.577432,237,267,Harkavirus,7.1,polyprotein,1.6306242253521128,383,3,383
8,vHMM_13365,k141_4639,11.791187,192,159,Hepatovirus,7.5,polyprotein,1.5721582666666667,384,6,384
9,vHMM_13475,k141_19160,18.874462,268,217,Oscivirus,12.8,polyprotein,1.47456734375,307,5,307
10,vHMM_13583,k141_11474,12.745957,322,286,Rafivirus,8.7,polyprotein,1.4650525287356324,361,6,361
11,vHMM_2449,k141_17987,12.207348,426,459,Avastrovirus,8.6,polyprotein 1ab,1.4194590697674419,655,3,655
12,vHMM_13231,k141_17386,12.296237,121,85,Avihepatovirus,8.7,polyprotein,1.4133605747126436,394,6,394
13,vHMM_3386,k141_19279,15.871021,72,147,Caliciviridae,11.4,capsid,1.3921948245614035,345,3,345
14,vHMM_13739,k141_10705,15.572937,257,206,Tremovirus,11.2,polyprotein,1.3904408035714286,1484,4,1484
15,vHMM_13668,k141_11342,14.925714,179,140,Sicinivirus,10.9,polyprotein,1.3693315596330273,305,5,305
16,vHMM_13112,k141_4270,14.779547,18,54,Aalivirus,10.9,polyprotein,1.355921743119266,413,2,413
17,vHMM_13293,k141_15910,15.19579,228,201,Erbovirus,11.3,polyprotein,1.3447601769911504,321,4,321
18,vHMM_13231,k141_14393,11.59855,315,360,Avihepatovirus,8.7,polyprotein,1.3331666666666666,462,2,462
19,vHMM_13661,k141_7737,14.779771,375,429,Sicinivirus,11.1,polyprotein,1.331510900900901,784,2,784
20,vHMM_3392,k141_25031,14.361479,408,438,Lagovirus,10.8,capsid,1.3297665740740738,1120,3,1120
21,vHMM_13600,k141_32299,11.297746,103,52,Rosavirus,8.6,polyprotein,1.3136913953488372,358,4,358
22,vHMM_13359,k141_3236,9.837856,85,61,Hepatovirus,7.5,polyprotein,1.3117141333333333,337,5,337
23,vHMM_3400,k141_9975,14.327154,219,261,Recovirus,11.1,capsid,1.2907345945945947,308,2,308
24,vHMM_13224,k141_9781,8.513119,262,211,Avihepatovirus,6.6,polyprotein,1.2898665151515152,364,4,364
25,vHMM_3431,k141_33462,13.848991,637,571,Lagovirus,10.8,polyprotein;nonstructural,1.2823139814814815,856,6,856
26,vHMM_13650,k141_11601,13.946814,76,31,Senecavirus,10.9,polyprotein,1.2795242201834862,334,4,334
27,vHMM_13333,k141_19096,12.790889,162,207,Harkavirus,10.1,polyprotein,1.2664246534653465,412,2,412
28,vHMM_13638,k141_12507,13.282303,121,97,Salivirus,10.5,polyprotein,1.264981238095238,454,6,454
29,vHMM_13117,k141_14037,12.96045,206,167,Aalivirus,10.3,polyprotein,1.2582961165048543,365,6,365
30,vHMM_2470,k141_7919,16.735023,141,54,Mamastrovirus,13.4,polyprotein 1ab,1.248882313432836,309,4,309
31,vHMM_13330,k141_5003,8.731023,146,110,Harkavirus,7.0,polyprotein,1.247289,353,4,353
32,vHMM_13354,k141_28292,15.084048,444,411,Hepatovirus,12.1,polyprotein,1.2466155371900827,465,5,465
33,vHMM_13637,k141_19072,14.803771,170,131,Salivirus,11.9,polyprotein,1.2440143697478991,416,4,416
34,vHMM_13695,k141_4796,14.253697,435,462,Torchivirus,11.5,polyprotein,1.2394519130434782,515,2,515
35,vHMM_3449,k141_9235,12.170142,700,634,Lagovirus,9.9,polyprotein;nonstructural,1.2293072727272727,790,4,790
36,vHMM_13312,k141_21309,12.383927,46,19,Gallivirus,10.1,polyprotein,1.2261313861386138,325,5,325
37,vHMM_13661,k141_6657,13.470044,247,184,Sicinivirus,11.1,polyprotein,1.2135174774774775,283,4,283
38,vHMM_3449,k141_24472,11.968858,209,125,Lagovirus,9.9,polyprotein;nonstructural,1.2089755555555557,350,5,350
39,vHMM_13536,k141_35032,17.241747,240,162,Poecivirus,14.4,polyprotein,1.1973435416666667,312,6,312
40,vHMM_13739,k141_29240,13.391022,237,273,Tremovirus,11.2,polyprotein,1.1956269642857142,352,2,352
41,vHMM_13496,k141_30392,14.688812,274,220,Pasivirus,12.3,polyprotein,1.1942123577235773,445,4,445
42,vHMM_13661,k141_10376,13.25431,33,96,Sicinivirus,11.1,polyprotein,1.1940819819819821,253,3,253
43,vHMM_3423,k141_35910,8.988991,150,180,Caliciviridae,7.6,polyprotein;nonstructural,1.1827619736842105,327,2,327
44,vHMM_13465,k141_31412,14.973945,322,268,Mosavirus,12.7,polyprotein,1.179050787401575,361,4,361
45,vHMM_13497,k141_5884,11.883208,273,300,Pasivirus,10.1,polyprotein,1.1765552475247525,344,2,344
