,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_13440,k141_274532,14.421584,249,291,Livupivirus,1.9,polyprotein,7.590307368421053,436,2,436
1,vHMM_13440,k141_133939,11.489525,225,177,Livupivirus,1.9,polyprotein,6.047118421052632,315,4,315
2,vHMM_13440,k141_239265,6.5826826,135,159,Livupivirus,1.9,polyprotein,3.464569789473684,529,1,529
3,vHMM_13440,k141_33742,5.308225,51,24,Livupivirus,1.9,polyprotein,2.7938026315789477,357,4,357
4,vHMM_13629,k141_65469,12.339758,21,60,Sakobuvirus,4.8,polyprotein,2.570782916666667,485,1,485
5,vHMM_13728,k141_155993,13.621594,398,362,Tremovirus,5.5,polyprotein,2.4766534545454544,581,5,581
6,vHMM_13728,k141_144280,12.948183,216,186,Tremovirus,5.5,polyprotein,2.354215090909091,345,4,345
7,vHMM_13440,k141_33742,4.2875175,243,192,Livupivirus,1.9,polyprotein,2.256588157894737,357,4,357
8,vHMM_13631,k141_59786,11.852929,237,273,Sakobuvirus,5.3,polyprotein,2.2364016981132075,867,1,867
9,vHMM_13728,k141_78310,11.832598,420,462,Tremovirus,5.5,polyprotein,2.151381454545455,482,2,482
10,vHMM_13728,k141_220370,11.732048,606,570,Tremovirus,5.5,polyprotein,2.1330996363636365,891,4,891
11,vHMM_13629,k141_154422,10.212353,643,616,Sakobuvirus,4.8,polyprotein,2.127573541666667,661,4,661
12,vHMM_3413,k141_177696,13.70953,245,173,Vesivirus,6.6,capsid,2.0772015151515153,482,5,482
13,vHMM_13330,k141_181250,14.365881,63,120,Harkavirus,7.0,polyprotein,2.0522687142857143,413,3,413
14,vHMM_13728,k141_30447,11.107667,324,300,Tremovirus,5.5,polyprotein,2.019575818181818,345,4,345
15,vHMM_3441,k141_211956,12.092265,232,181,Lagovirus,6.0,polyprotein;nonstructural,2.0153775,313,6,313
16,vHMM_13728,k141_251926,11.06794,270,246,Tremovirus,5.5,polyprotein,2.0123527272727273,303,6,303
17,vHMM_13728,k141_232554,11.005954,324,279,Tremovirus,5.5,polyprotein,2.0010825454545453,651,5,651
18,vHMM_18374,k141_78775,16.571558,496,43,Crohivirus,8.4,polyprotein,1.9728045238095238,529,6,529
19,vHMM_13335,k141_30734,13.389259,448,415,Harkavirus,6.8,polyprotein,1.969008676470588,721,5,721
20,vHMM_13604,k141_147722,18.605593,84,117,Rosavirus,9.5,polyprotein,1.9584834736842105,380,1,380
21,vHMM_13330,k141_43842,13.595616,271,232,Harkavirus,7.0,polyprotein,1.942230857142857,397,5,397
22,vHMM_13330,k141_43637,13.572157,333,399,Harkavirus,7.0,polyprotein,1.9388795714285716,494,1,494
23,vHMM_13728,k141_206369,10.58924,150,204,Tremovirus,5.5,polyprotein,1.9253163636363637,217,1,217
24,vHMM_3526,k141_337023,19.785965,48,96,Vesivirus,10.3,polyprotein;nonstructural,1.9209674757281554,486,3,486
25,vHMM_13224,k141_60706,12.636058,142,88,Avihepatovirus,6.6,polyprotein,1.9145542424242425,331,5,331
26,vHMM_13728,k141_328068,10.514603,24,45,Tremovirus,5.5,polyprotein,1.911746,340,3,340
27,vHMM_3441,k141_156839,11.417018,210,276,Lagovirus,6.0,polyprotein;nonstructural,1.9028363333333334,478,3,478
28,vHMM_3413,k141_164297,12.545635,171,129,Vesivirus,6.6,capsid,1.9008537878787881,315,6,315
29,vHMM_13330,k141_253503,13.218789,179,140,Harkavirus,7.0,polyprotein,1.8883984285714284,353,6,353
30,vHMM_13330,k141_301723,13.178178,48,99,Harkavirus,7.0,polyprotein,1.8825968571428573,310,1,310
31,vHMM_13224,k141_28629,12.386824,189,237,Avihepatovirus,6.6,polyprotein,1.8767915151515153,899,2,899
32,vHMM_13733,k141_74413,15.973123,192,264,Tremovirus,8.6,polyprotein,1.8573398837209303,348,3,348
33,vHMM_13264,k141_381780,20.030413,308,266,Cosavirus,10.8,polyprotein,1.8546678703703703,1145,5,1145
34,vHMM_13327,k141_389200,13.131533,306,369,Harkavirus,7.1,polyprotein,1.849511690140845,447,1,447
35,vHMM_13560,k141_135012,17.080694,81,126,Potamipivirus,9.3,polyprotein,1.8366337634408603,388,1,388
36,vHMM_13330,k141_331282,12.827079,573,606,Harkavirus,7.0,polyprotein,1.832439857142857,634,3,634
37,vHMM_3413,k141_360796,12.017138,45,108,Vesivirus,6.6,capsid,1.820778484848485,321,1,321
38,vHMM_3413,k141_277355,11.988283,195,141,Vesivirus,6.6,capsid,1.8164065151515152,396,6,396
39,vHMM_3413,k141_87819,11.974313,69,102,Vesivirus,6.6,capsid,1.8142898484848486,328,1,328
40,vHMM_13224,k141_378680,11.969332,96,126,Avihepatovirus,6.6,polyprotein,1.8135351515151517,350,3,350
41,vHMM_3413,k141_31788,11.965239,73,22,Vesivirus,6.6,capsid,1.812915,331,6,331
42,vHMM_3423,k141_174594,13.702218,303,342,Caliciviridae,7.6,polyprotein;nonstructural,1.8029234210526317,426,3,426
43,vHMM_13335,k141_5370,12.214108,51,96,Harkavirus,6.8,polyprotein,1.7961923529411765,364,2,364
44,vHMM_2449,k141_221998,15.414179,212,176,Avastrovirus,8.6,polyprotein 1ab,1.7923463953488374,353,6,353
45,vHMM_3413,k141_360886,11.822563,72,102,Vesivirus,6.6,capsid,1.7912974242424244,329,1,329
46,vHMM_3423,k141_133640,13.541199,81,120,Caliciviridae,7.6,polyprotein;nonstructural,1.781736710526316,204,2,204
47,vHMM_13703,k141_111263,17.033672,141,180,Torchivirus,9.6,polyprotein,1.7743408333333333,323,2,323
48,vHMM_13583,k141_311059,15.371214,431,386,Rafivirus,8.7,polyprotein,1.766806206896552,512,6,512
49,vHMM_13392,k141_252032,14.5853615,207,249,Kunsagivirus,8.3,polyprotein,1.757272469879518,307,1,307
50,vHMM_3423,k141_64565,13.345383,63,102,Caliciviridae,7.6,polyprotein;nonstructural,1.7559714473684211,422,2,422
51,vHMM_13330,k141_51325,12.276378,252,201,Harkavirus,7.0,polyprotein,1.7537682857142856,519,6,519
52,vHMM_3431,k141_331910,18.912035,229,163,Lagovirus,10.8,polyprotein;nonstructural,1.7511143518518517,442,4,442
53,vHMM_3413,k141_134723,11.516045,258,318,Vesivirus,6.6,capsid,1.7448553030303031,344,3,344
54,vHMM_3423,k141_93850,13.227166,128,89,Caliciviridae,7.6,polyprotein;nonstructural,1.7404165789473685,233,4,233
55,vHMM_3509,k141_217533,19.29098,240,279,Vesivirus,11.1,polyprotein;nonstructural,1.7379261261261263,470,1,470
56,vHMM_18373,k141_376103,14.939484,160,10,Cosavirus,8.6,polyprotein,1.7371493023255815,316,5,316
57,vHMM_13224,k141_229164,11.349215,194,134,Avihepatovirus,6.6,polyprotein,1.7195780303030304,491,5,491
58,vHMM_3413,k141_184869,11.3460455,222,192,Vesivirus,6.6,capsid,1.7190978030303032,324,6,324
59,vHMM_13335,k141_119354,11.687746,334,295,Harkavirus,6.8,polyprotein,1.7187861764705883,736,6,736
60,vHMM_3457,k141_204738,11.499494,68,11,Norovirus,6.7,polyprotein;nonstructural,1.7163423880597015,515,5,515
61,vHMM_2449,k141_366207,14.713747,223,193,Avastrovirus,8.6,polyprotein 1ab,1.7109008139534885,337,6,337
62,vHMM_13553,k141_335939,15.040542,27,57,Potamipivirus,8.8,polyprotein,1.7091524999999999,311,2,311
63,vHMM_3423,k141_310134,12.928318,392,353,Caliciviridae,7.6,polyprotein;nonstructural,1.7010944736842106,464,6,464
64,vHMM_13728,k141_257441,9.355366,90,36,Tremovirus,5.5,polyprotein,1.7009756363636364,318,4,318
65,vHMM_13733,k141_228658,14.622631,367,304,Tremovirus,8.6,polyprotein,1.7003059302325583,544,5,544
66,vHMM_3413,k141_176939,11.14227,187,154,Vesivirus,6.6,capsid,1.6882227272727273,376,5,376
67,vHMM_3413,k141_68691,11.034533,441,474,Vesivirus,6.6,capsid,1.6718989393939394,657,2,657
68,vHMM_13728,k141_208406,9.193979,24,75,Tremovirus,5.5,polyprotein,1.6716325454545455,403,3,403
69,vHMM_13330,k141_263530,11.70117,290,254,Harkavirus,7.0,polyprotein,1.6715957142857143,350,4,350
70,vHMM_13335,k141_369744,11.363674,72,102,Harkavirus,6.8,polyprotein,1.6711285294117646,330,2,330
71,vHMM_18380,k141_331435,18.381844,429,654,Hunnivirus,11.0,polyprotein,1.6710767272727274,941,3,941
