,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_13728,k141_963,7.924771,134,104,Tremovirus,5.5,polyprotein,1.4408674545454545,395,4,395
1,vHMM_13615,k141_3698,14.772782,258,219,Sakobuvirus,10.3,polyprotein,1.4342506796116503,1104,4,1104
2,vHMM_13668,k141_4344,15.249579,228,195,Sicinivirus,10.9,polyprotein,1.3990439449541285,330,6,330
3,vHMM_13734,k141_3305,13.774148,102,168,Tremovirus,10.6,polyprotein,1.299447924528302,418,3,418
4,vHMM_2448,k141_2086,15.15092,143,98,Avastrovirus,11.8,polyprotein 1ab,1.2839762711864406,356,5,356
5,vHMM_13404,k141_2416,14.370716,187,151,Kunsagivirus,11.2,polyprotein,1.2830996428571428,580,6,580
6,vHMM_13499,k141_3621,16.371983,258,210,Pasivirus,12.9,polyprotein,1.269145968992248,411,4,411
7,vHMM_13395,k141_1537,15.564463,156,186,Kunsagivirus,12.5,polyprotein,1.24515704,358,2,358
8,vHMM_13305,k141_4104,13.60888,169,133,Erbovirus,11.3,polyprotein,1.204325663716814,334,6,334
9,vHMM_13264,k141_2873,12.661493,142,124,Cosavirus,10.8,polyprotein,1.172360462962963,301,6,301
10,vHMM_13695,k141_2299,13.414194,108,135,Torchivirus,11.5,polyprotein,1.166451652173913,305,3,305
11,vHMM_13598,k141_4100,10.972477,213,237,Rosavirus,9.7,polyprotein,1.1311831958762888,334,3,334
12,vHMM_13473,k141_3415,12.006358,222,264,Oscivirus,10.7,polyprotein,1.1220895327102804,325,1,325
13,vHMM_2422,k141_1557,13.055148,103,76,Astroviridae,11.7,polyprotein 1ab,1.1158246153846156,328,6,328
14,vHMM_13535,k141_2603,11.937152,77,23,Poecivirus,10.7,polyprotein,1.1156216822429907,302,5,302
15,vHMM_13522,k141_3479,12.804042,333,297,Passerivirus,11.6,polyprotein,1.1037967241379312,360,5,360
16,vHMM_18386,k141_3871,10.116393,354,207,Oscivirus,9.2,polyprotein,1.0996079347826089,438,4,438
17,vHMM_13547,k141_77,12.71476,194,155,Poecivirus,11.9,polyprotein,1.0684672268907562,434,5,434
18,vHMM_18374,k141_3318,8.837912,60,204,Crohivirus,8.4,polyprotein,1.0521323809523808,324,3,324
19,vHMM_13661,k141_2247,11.663288,465,528,Sicinivirus,11.1,polyprotein,1.0507466666666667,730,2,730
20,vHMM_3387,k141_4517,12.1171055,306,255,Lagovirus,11.6,capsid,1.0445780603448276,366,5,366
21,vHMM_13686,k141_4186,13.74369,129,162,Teschovirus,13.4,polyprotein,1.0256485074626867,513,2,513
22,vHMM_13210,k141_3609,11.781548,127,88,Aquamavirus,11.5,polyprotein,1.0244824347826087,358,6,358
23,vHMM_13271,k141_2201,11.329615,55,31,Cosavirus,11.1,polyprotein,1.0206860360360361,691,4,691
24,vHMM_13302,k141_3201,11.39656,66,96,Erbovirus,11.2,polyprotein,1.01755,369,3,369
25,vHMM_13151,k141_4633,12.668489,398,362,Ampivirus,12.5,polyprotein,1.01347912,452,4,452
26,vHMM_13294,k141_2779,10.395317,429,465,Erbovirus,10.3,polyprotein,1.0092540776699028,581,1,581
27,vHMM_13258,k141_2821,11.5004,15,51,Cardiovirus,11.4,polyprotein,1.0088070175438597,498,1,498
28,vHMM_3429,k141_2953,10.915478,310,271,Lagovirus,10.9,polyprotein;nonstructural,1.00142,355,5,355
29,vHMM_3384,k141_172,13.269552,48,12,Caliciviridae,13.3,capsid,0.9977106766917292,528,5,528
30,vHMM_13318,k141_4078,11.908639,309,339,Gallivirus,12.0,polyprotein,0.9923865833333334,364,3,364
31,vHMM_13687,k141_24,11.988401,237,288,Teschovirus,12.1,polyprotein,0.9907769421487603,373,1,373
32,vHMM_2453,k141_1202,13.777383,183,252,Avastrovirus,14.0,polyprotein 1ab,0.9840987857142858,337,2,337
33,vHMM_18384,k141_337,13.050324,360,177,Megrivirus,13.3,polyprotein,0.9812273684210525,435,6,435
34,vHMM_13262,k141_1969,11.377001,315,342,Cosavirus,11.6,polyprotein,0.9807759482758621,344,3,344
35,vHMM_2466,k141_3883,11.7845955,54,30,Mamastrovirus,12.2,polyprotein 1ab,0.9659504508196722,303,6,303
36,vHMM_2456,k141_253,13.401906,309,345,Avastrovirus,14.0,polyprotein 1ab,0.957279,365,3,365
37,vHMM_13637,k141_549,11.352455,66,93,Salivirus,11.9,polyprotein,0.9539878151260505,302,3,302
38,vHMM_13471,k141_3854,12.452874,177,255,Oscivirus,13.1,polyprotein,0.9506010687022901,319,3,319
39,vHMM_13177,k141_1992,11.672351,116,23,Ampivirus,12.3,polyprotein,0.9489716260162602,332,5,332
40,vHMM_13558,k141_3177,10.579193,186,234,Potamipivirus,11.2,polyprotein,0.9445708035714286,308,3,308
41,vHMM_13170,k141_2068,11.23316,54,87,Ampivirus,12.0,polyprotein,0.9360966666666667,316,2,316
42,vHMM_3471,k141_2515,11.866036,60,114,Norovirus,12.7,polyprotein;nonstructural,0.9343335433070866,366,2,366
43,vHMM_3464,k141_1449,12.390283,123,159,Norovirus,13.3,polyprotein;nonstructural,0.9316002255639098,307,1,307
44,vHMM_13410,k141_943,11.59979,120,171,Limnipivirus,12.6,polyprotein,0.920618253968254,411,1,411
45,vHMM_3526,k141_2805,9.4655905,284,257,Vesivirus,10.3,polyprotein;nonstructural,0.9189893689320388,482,6,482
46,vHMM_3456,k141_3101,11.611743,261,204,Norovirus,12.7,polyprotein;nonstructural,0.914310472440945,360,6,360
47,vHMM_2430,k141_4245,10.83392,243,180,Astroviridae,11.9,polyprotein 1ab,0.9104134453781513,399,6,399
48,vHMM_13124,k141_658,12.695093,397,349,Aalivirus,14.2,polyprotein,0.8940206338028169,409,5,409
49,vHMM_13263,k141_865,9.792999,116,98,Cosavirus,11.0,polyprotein,0.8902726363636364,401,6,401
50,vHMM_3442,k141_2610,12.907879,105,192,Lagovirus,14.7,polyprotein;nonstructural,0.8780870068027211,336,3,336
51,vHMM_13483,k141_2871,10.57881,261,234,Parechovirus,12.1,polyprotein,0.8742818181818183,357,5,357
52,vHMM_3389,k141_4507,11.106643,211,169,Lagovirus,12.9,capsid,0.8609800775193798,388,4,388
53,vHMM_3503,k141_4732,15.841231,249,288,Vesivirus,18.4,polyprotein;nonstructural,0.8609364673913045,318,2,318
54,vHMM_13343,k141_2172,9.357623,111,192,Harkavirus,10.9,polyprotein,0.8584975229357799,327,1,327
55,vHMM_13666,k141_4410,10.7593155,227,188,Sicinivirus,12.6,polyprotein,0.8539139285714286,308,5,308
56,vHMM_13528,k141_3246,11.923107,156,204,Passerivirus,14.0,polyprotein,0.8516505,362,1,362
57,vHMM_13510,k141_1093,10.469764,381,402,Pasivirus,12.4,polyprotein,0.8443358064516129,497,1,497
58,vHMM_2439,k141_79,10.501618,184,154,Avastrovirus,12.5,polyprotein 1ab,0.84012944,760,4,760
59,vHMM_13705,k141_3549,10.221085,409,367,Torchivirus,12.2,polyprotein,0.8377938524590165,448,5,448
60,vHMM_13379,k141_355,10.288692,267,294,Hunnivirus,12.3,polyprotein,0.8364790243902438,929,2,929
61,vHMM_13121,k141_2795,13.465889,284,251,Aalivirus,16.2,polyprotein,0.8312277160493828,341,4,341
62,vHMM_18382,k141_666,9.558799,36,171,Limnipivirus,11.6,polyprotein,0.8240343965517242,306,3,306
63,vHMM_2464,k141_1821,11.603908,297,336,Avastrovirus,14.1,polyprotein 1ab,0.8229721985815603,366,3,366
64,vHMM_2454,k141_2746,9.697929,153,234,Avastrovirus,11.8,polyprotein 1ab,0.8218583898305084,461,1,461
65,vHMM_13372,k141_3751,11.077159,93,132,Hunnivirus,13.5,polyprotein,0.8205302962962963,307,3,307
66,vHMM_3404,k141_2890,10.564971,615,648,Recovirus,12.9,capsid,0.81899,1088,3,1088
67,vHMM_13111,k141_4228,9.41874,10542,10587,Aalivirus,11.6,polyprotein,0.8119603448275862,34162,1,34162
68,vHMM_13235,k141_2566,8.797139,737,692,Avihepatovirus,11.0,polyprotein,0.7997399090909091,875,6,875
69,vHMM_13732,k141_3734,9.653289,72,54,Tremovirus,12.1,polyprotein,0.7977924793388429,369,6,369
70,vHMM_13262,k141_644,9.251592,306,336,Cosavirus,11.6,polyprotein,0.7975510344827587,403,2,403
71,vHMM_13491,k141_139,8.686711,254,221,Parechovirus,10.9,polyprotein,0.7969459633027524,590,5,590
72,vHMM_13458,k141_179,11.549349,15,75,Megrivirus,14.5,polyprotein,0.7965068275862068,302,2,302
73,vHMM_13502,k141_2465,10.569973,11319,11280,Pasivirus,13.3,polyprotein,0.7947348120300751,12972,6,12972
74,vHMM_3503,k141_4489,14.474715,354,393,Vesivirus,18.4,polyprotein;nonstructural,0.7866692934782609,520,1,520
75,vHMM_13136,k141_1435,8.566946,229,190,Ailurivirus,11.0,polyprotein,0.7788132727272727,340,5,340
76,vHMM_13602,k141_583,12.79489,99,120,Rosavirus,16.7,polyprotein,0.7661610778443114,353,2,353
77,vHMM_2433,k141_903,13.510374,84,42,Astroviridae,17.8,polyprotein 1ab,0.7590097752808989,303,6,303
78,vHMM_13290,k141_4711,11.133589,177,228,Erbovirus,14.7,polyprotein,0.7573870068027212,457,2,457
79,vHMM_8356,k141_189,13.440711,557,305,Norovirus,17.9,polyprotein;nonstructural,0.7508777094972068,656,4,656
80,vHMM_13510,k141_2183,9.270645,54,87,Pasivirus,12.4,polyprotein,0.7476326612903226,389,1,389
81,vHMM_3503,k141_538,13.719741,30,63,Vesivirus,18.4,polyprotein;nonstructural,0.745638097826087,307,3,307
82,vHMM_8354,k141_4186,17.688234,327,468,Caliciviridae,23.8,polyprotein;nonstructural,0.7432031092436975,513,3,513
83,vHMM_8356,k141_4186,13.262357,333,468,Norovirus,17.9,polyprotein;nonstructural,0.7409137988826816,513,3,513
84,vHMM_3483,k141_2271,16.30769,8970,9024,Sapovirus,22.1,polyprotein;nonstructural,0.7379045248868779,12951,1,12951
85,vHMM_13126,k141_194,13.363156,60,111,Aalivirus,18.2,polyprotein,0.7342393406593407,344,1,344
86,vHMM_13121,k141_3307,11.870073,18,45,Aalivirus,16.2,polyprotein,0.7327205555555556,395,2,395
87,vHMM_13464,k141_1304,12.829802,165,195,Mosavirus,17.7,polyprotein,0.724847570621469,335,2,335
88,vHMM_3431,k141_2466,7.6859665,10757,10715,Lagovirus,10.8,polyprotein;nonstructural,0.7116635648148147,13268,5,13268
89,vHMM_13169,k141_3663,8.875436,36,18,Ampivirus,12.6,polyprotein,0.7043996825396825,399,5,399
90,vHMM_21551,k141_2870,10.376607,75,321,Astroviridae,15.0,2,0.6917738,428,3,428
91,vHMM_13509,k141_1085,10.137254,141,165,Pasivirus,14.8,polyprotein,0.6849495945945946,430,2,430
92,vHMM_13357,k141_464,9.936799,96,126,Hepatovirus,14.6,polyprotein,0.6806026712328768,305,3,305
93,vHMM_13116,k141_3989,10.924051,108,75,Aalivirus,16.1,polyprotein,0.6785124844720497,348,6,348
94,vHMM_3393,k141_2012,9.660267,258,276,Lagovirus,14.3,capsid,0.6755431468531468,327,2,327
95,vHMM_13343,k141_3491,7.2881536,9,30,Harkavirus,10.9,polyprotein,0.6686379449541284,310,2,310
96,vHMM_13369,k141_152,8.151802,268,235,Hepatovirus,12.2,polyprotein,0.6681804918032788,436,6,436
97,vHMM_13364,k141_4170,10.620492,267,303,Hepatovirus,16.0,polyprotein,0.66378075,303,1,303
98,vHMM_2420,k141_2818,7.6431394,24,42,Astroviridae,11.9,capsid;VP90,0.6422806218487395,318,1,318
99,vHMM_3396,k141_2247,7.160923,340,310,Norovirus,11.3,capsid,0.63371,730,5,730
100,vHMM_3492,k141_1496,7.042482,235,184,Sapovirus,11.4,polyprotein;nonstructural,0.6177615789473684,340,4,340
101,vHMM_18370,k141_4489,9.724067,258,420,Avisivirus,16.1,polyprotein,0.6039793167701862,520,1,520
102,vHMM_3396,k141_2247,6.6858587,43,16,Norovirus,11.3,capsid,0.5916689115044247,730,5,730
103,vHMM_13136,k141_224,6.462291,240,261,Ailurivirus,11.0,polyprotein,0.5874809999999999,332,1,332
104,vHMM_13587,k141_2416,7.619385,358,334,Rafivirus,13.3,polyprotein,0.5728860902255639,580,5,580
105,vHMM_13263,k141_4741,6.2637877,333,315,Cosavirus,11.0,polyprotein,0.5694352454545455,351,5,351
106,vHMM_13263,k141_4741,6.2637877,123,105,Cosavirus,11.0,polyprotein,0.5694352454545455,351,5,351
107,vHMM_8354,k141_1077,13.361398,195,270,Caliciviridae,23.8,polyprotein;nonstructural,0.5614032773109243,454,1,454
108,vHMM_2477,k141_1156,11.025353,984,1074,Mamastrovirus,19.9,polyprotein 1ab,0.5540378391959799,1698,2,1698
109,vHMM_8270,k141_3900,16.44708,16779,17166,Astroviridae,30.4,polyprotein 1ab,0.5410223684210527,59028,1,59028
110,vHMM_13489,k141_2236,6.441856,99,75,Parechovirus,12.0,polyprotein,0.5368213333333333,474,4,474
111,vHMM_8357,k141_1077,12.874245,126,258,Sapovirus,24.6,polyprotein;nonstructural,0.5233432926829268,454,1,454
112,vHMM_3473,k141_205,7.604898,88,61,Norovirus,14.6,polyprotein;nonstructural,0.5208834246575342,433,6,433
113,vHMM_13567,k141_604,7.525094,606,564,Potamipivirus,14.5,polyprotein,0.518972,693,5,693
114,vHMM_3396,k141_2247,5.8552084,715,691,Norovirus,11.3,capsid,0.5181600353982301,730,5,730
115,vHMM_8271,k141_1442,9.198659,333,441,Avastrovirus,17.8,polyprotein 1ab,0.5167785955056179,471,3,471
116,vHMM_13421,k141_901,6.0061584,240,195,Limnipivirus,11.7,polyprotein,0.5133468717948718,426,6,426
