,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_13638,k141_73,12.81562,120,153,Salivirus,10.5,polyprotein,1.2205352380952381,301,3,301
1,vHMM_13208,k141_276,12.985217,84,144,Aquamavirus,11.7,polyprotein,1.1098476068376069,301,1,301
2,vHMM_13438,k141_209,13.79319,73,40,Livupivirus,12.5,polyprotein,1.1034552,301,6,301
3,vHMM_13252,k141_284,11.701808,96,126,Avisivirus,10.9,polyprotein,1.073560366972477,301,2,301
4,vHMM_13252,k141_249,10.974715,193,166,Avisivirus,10.9,polyprotein,1.0068545871559633,301,5,301
5,vHMM_13208,k141_106,11.273184,208,154,Aquamavirus,11.7,polyprotein,0.9635200000000002,301,5,301
6,vHMM_13157,k141_236,11.245477,160,127,Ampivirus,12.5,polyprotein,0.89963816,301,5,301
7,vHMM_13119,k141_120,10.830645,214,184,Aalivirus,12.3,polyprotein,0.880540243902439,301,4,301
8,vHMM_13438,k141_433,10.962995,82,40,Livupivirus,12.5,polyprotein,0.8770395999999999,301,6,301
9,vHMM_13208,k141_111,10.221897,84,138,Aquamavirus,11.7,polyprotein,0.8736664102564103,301,1,301
10,vHMM_3396,k141_8,9.345462,261,285,Norovirus,11.3,capsid,0.82703203539823,301,2,301
11,vHMM_13438,k141_339,10.25871,219,252,Livupivirus,12.5,polyprotein,0.8206968,301,3,301
12,vHMM_3388,k141_435,11.869411,168,210,Lagovirus,14.6,capsid,0.8129733561643836,301,3,301
13,vHMM_13364,k141_270,12.956087,165,201,Hepatovirus,16.0,polyprotein,0.8097554375,301,1,301
14,vHMM_13672,k141_246,9.71354,252,276,Sicinivirus,12.1,polyprotein,0.8027719008264463,301,1,301
15,vHMM_13306,k141_371,11.300827,177,219,Erbovirus,15.6,polyprotein,0.7244119871794872,301,2,301
16,vHMM_3437,k141_155,11.838708,198,249,Lagovirus,16.4,polyprotein;nonstructural,0.7218724390243904,301,1,301
17,vHMM_3507,k141_404,9.908867,231,261,Vesivirus,13.8,polyprotein;nonstructural,0.7180338405797102,301,3,301
18,vHMM_13438,k141_398,8.962197,82,43,Livupivirus,12.5,polyprotein,0.71697576,301,6,301
