,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_21553,k141_70575,395.91702,3,822,Parechovirus,12.0,polyprotein_custom,32.993085,827,3,827
1,vHMM_18374,k141_70575,255.25078,9,798,Crohivirus,8.4,polyprotein,30.386997619047616,827,3,827
2,vHMM_18387,k141_70575,355.2832,3,819,Parechovirus,15.8,polyprotein,22.486278481012658,827,3,827
3,vHMM_18373,k141_80704,177.036,354,3,Cosavirus,8.6,polyprotein,20.58558139534884,357,5,357
4,vHMM_21553,k141_45044,219.97308,3,573,Parechovirus,12.0,polyprotein_custom,18.33109,590,2,590
5,vHMM_18374,k141_45044,143.8464,6,546,Crohivirus,8.4,polyprotein,17.124571428571425,590,2,590
6,vHMM_18365,k141_14686,180.5019,547,22,Ailurivirus,10.6,polyprotein,17.028481132075473,568,5,568
7,vHMM_21553,k141_49925,181.56393,3,393,Parechovirus,12.0,polyprotein_custom,15.1303275,410,3,410
8,vHMM_18374,k141_49925,122.16457,3,393,Crohivirus,8.4,polyprotein,14.543401190476189,410,3,410
9,vHMM_18365,k141_80704,151.97523,354,12,Ailurivirus,10.6,polyprotein,14.337285849056606,357,5,357
10,vHMM_21553,k141_65151,167.99585,353,2,Parechovirus,12.0,polyprotein_custom,13.999654166666666,356,6,356
11,vHMM_18396,k141_80704,137.8722,354,66,Senecavirus,10.3,polyprotein,13.38565048543689,357,5,357
12,vHMM_18372,k141_80704,195.5187,354,6,Cardiovirus,14.8,polyprotein,13.210722972972972,357,5,357
13,vHMM_18385,k141_80704,168.30034,354,15,Mosavirus,13.1,polyprotein,12.847354198473283,357,5,357
14,vHMM_18374,k141_65151,107.80801,347,2,Crohivirus,8.4,polyprotein,12.834286904761903,356,6,356
15,vHMM_18367,k141_80704,138.98691,354,9,Aphthovirus,10.9,polyprotein,12.751092660550459,357,5,357
16,vHMM_18371,k141_80704,174.63792,354,9,Bopivirus,13.7,polyprotein,12.747293430656935,357,5,357
17,vHMM_18375,k141_80704,158.44225,354,12,Enterovirus,13.0,polyprotein,12.187865384615385,357,5,357
18,vHMM_18380,k141_80704,124.64285,348,6,Hunnivirus,11.0,polyprotein,11.331168181818182,357,5,357
19,vHMM_18387,k141_45044,177.19638,3,570,Parechovirus,15.8,polyprotein,11.214960759493671,590,2,590
20,vHMM_18374,k141_80704,92.45729,351,27,Crohivirus,8.4,polyprotein,11.006820238095237,357,5,357
21,vHMM_18387,k141_49925,166.7495,3,393,Parechovirus,15.8,polyprotein,10.553765822784811,410,3,410
22,vHMM_18387,k141_65151,166.07863,353,5,Parechovirus,15.8,polyprotein,10.511305696202532,356,6,356
23,vHMM_18373,k141_14686,89.57489,541,25,Cosavirus,8.6,polyprotein,10.41568488372093,568,5,568
24,vHMM_18393,k141_80704,101.905495,351,3,Rosavirus,9.9,polyprotein,10.293484343434343,357,5,357
25,vHMM_18374,k141_80693,83.803566,346,4,Crohivirus,8.4,polyprotein,9.976615,364,6,364
26,vHMM_18388,k141_70575,125.5299,9,795,Pasivirus,12.6,polyprotein,9.962690476190476,827,3,827
27,vHMM_18363,k141_80704,226.80698,354,9,Picornaviridae,23.0,polyprotein,9.861173043478262,357,5,357
28,vHMM_18400,k141_80704,100.86333,336,15,Tottorivirus,10.5,polyprotein,9.606031428571429,357,5,357
29,vHMM_21553,k141_80693,114.491615,352,4,Parechovirus,12.0,polyprotein_custom,9.540967916666666,364,6,364
30,vHMM_18372,k141_14686,138.99998,544,34,Cardiovirus,14.8,polyprotein,9.39189054054054,568,5,568
31,vHMM_18396,k141_14686,93.344986,547,58,Senecavirus,10.3,polyprotein,9.06262,568,5,568
32,vHMM_13101,k141_80704,111.03022,324,147,Picornaviridae,12.6,polyprotein,8.811922222222222,357,5,357
33,vHMM_18388,k141_49925,107.22635,3,402,Pasivirus,12.6,polyprotein,8.510027777777777,410,3,410
34,vHMM_18363,k141_70575,191.28867,15,822,Picornaviridae,23.0,polyprotein,8.316898695652174,827,3,827
35,vHMM_18384,k141_80704,109.0882,354,3,Megrivirus,13.3,polyprotein,8.20212030075188,357,5,357
36,vHMM_18398,k141_80704,110.89034,354,3,Teschovirus,14.0,polyprotein,7.920738571428571,357,5,357
37,vHMM_18368,k141_80704,78.17801,354,24,Aquamavirus,10.0,polyprotein,7.817801,357,5,357
38,vHMM_18386,k141_80704,71.520004,330,69,Oscivirus,9.2,polyprotein,7.77391347826087,357,5,357
39,vHMM_18379,k141_80704,91.50332,351,27,Hepatovirus,11.8,polyprotein,7.7545186440677965,357,5,357
40,vHMM_18376,k141_80704,109.76859,354,69,Erbovirus,14.5,polyprotein,7.5702475862068965,357,5,357
41,vHMM_18391,k141_65151,84.552925,335,2,Potamipivirus,11.3,polyprotein,7.482559734513274,356,6,356
42,vHMM_21553,k141_68955,87.829704,6,225,Parechovirus,12.0,polyprotein_custom,7.319142,311,3,311
43,vHMM_18373,k141_65151,61.131126,338,20,Cosavirus,8.6,polyprotein,7.10827046511628,356,6,356
