,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_8269,k79_22394,610.8205,2085,144,Astroviridae,16.0,capsid;VP90,38.17628125,2088,6,2088
1,vHMM_8269,k79_22455,606.7194,2137,187,Astroviridae,16.0,capsid;VP90,37.9199625,2140,6,2140
2,vHMM_8272,k79_32224,792.8017,126,1689,Mamastrovirus,25.6,polyprotein 1ab,30.96881640625,1974,2,1974
3,vHMM_8271,k79_32224,520.0683,129,1668,Avastrovirus,17.8,polyprotein 1ab,29.217320224719103,1974,2,1974
4,vHMM_8270,k79_32224,828.4007,123,1689,Astroviridae,30.4,polyprotein 1ab,27.25002302631579,1974,2,1974
5,vHMM_8272,k79_15461,622.91925,1164,0,Mamastrovirus,25.6,polyprotein 1ab,24.332783203125,1209,4,1209
6,vHMM_8271,k79_15461,422.756,1164,21,Avastrovirus,17.8,polyprotein 1ab,23.750337078651683,1209,4,1209
7,vHMM_8270,k79_15461,650.59625,1170,3,Astroviridae,30.4,polyprotein 1ab,21.40119243421053,1209,4,1209
8,vHMM_8272,k79_7419,317.1674,1198,10,Mamastrovirus,25.6,polyprotein 1ab,12.389351562499998,1807,6,1807
9,vHMM_8272,k79_7131,296.06915,976,49,Mamastrovirus,25.6,polyprotein 1ab,11.565201171874998,982,4,982
10,vHMM_8271,k79_41628,189.52415,468,9,Avastrovirus,17.8,polyprotein 1ab,10.64742415730337,474,5,474
11,vHMM_8272,k79_41628,270.4021,465,6,Mamastrovirus,25.6,polyprotein 1ab,10.56258203125,474,5,474
12,vHMM_8270,k79_7419,295.08188,1174,31,Astroviridae,30.4,polyprotein 1ab,9.706640789473685,1807,6,1807
13,vHMM_2430,k79_15461,112.53302,258,102,Astroviridae,11.9,polyprotein 1ab,9.456556302521008,1209,4,1209
14,vHMM_2430,k79_41628,112.197395,336,183,Astroviridae,11.9,polyprotein 1ab,9.428352521008403,474,5,474
15,vHMM_8270,k79_41628,285.34604,468,6,Astroviridae,30.4,polyprotein 1ab,9.386382894736844,474,5,474
16,vHMM_2430,k79_32224,110.16148,1029,1185,Astroviridae,11.9,polyprotein 1ab,9.257267226890756,1974,2,1974
