k141_1970	CP000830.1	CP000830.1 Dinoroseobacter shibae DFL 12, complete genome	CP000830.1 Dinoroseobacter shibae DFL 12, complete genome	96.104	77	3	0	260	336	3153494	3153418	2.75e-27	126
k141_1970	CP000830.1	CP000830.1 Dinoroseobacter shibae DFL 12, complete genome	CP000830.1 Dinoroseobacter shibae DFL 12, complete genome	94.805	77	4	0	260	336	375548	375472	1.28e-25	121
k141_1970	CP000830.1	CP000830.1 Dinoroseobacter shibae DFL 12, complete genome	CP000830.1 Dinoroseobacter shibae DFL 12, complete genome	94.805	77	4	0	260	336	619313	619237	1.28e-25	121
k141_1970	JQ062992.1	JQ062992.1 Bacillus phage phIS3501, complete genome	JQ062992.1 Bacillus phage phIS3501, complete genome	92.208	77	6	0	87	163	1570	1646	2.77e-22	110
k141_1970	CP001312.1	CP001312.1 Rhodobacter capsulatus SB 1003, complete genome	CP001312.1 Rhodobacter capsulatus SB 1003, complete genome	92.105	76	6	0	261	336	162021	161946	9.95e-22	108
k141_1970	CP001312.1	CP001312.1 Rhodobacter capsulatus SB 1003, complete genome	CP001312.1 Rhodobacter capsulatus SB 1003, complete genome	92.105	76	6	0	261	336	1005787	1005712	9.95e-22	108
k141_1970	CP001312.1	CP001312.1 Rhodobacter capsulatus SB 1003, complete genome	CP001312.1 Rhodobacter capsulatus SB 1003, complete genome	92.105	76	6	0	261	336	1515811	1515736	9.95e-22	108
k141_1970	CP001312.1	CP001312.1 Rhodobacter capsulatus SB 1003, complete genome	CP001312.1 Rhodobacter capsulatus SB 1003, complete genome	92.105	76	6	0	261	336	3580422	3580497	9.95e-22	108
k141_1970	MN098328.1	MN098328.1 Stenotrophomonas phage Mendera, complete genome	MN098328.1 Stenotrophomonas phage Mendera, complete genome	91.549	71	6	0	260	330	82085	82015	5.99e-19	99.0
k141_1970	CP000031.2	CP000031.2 Ruegeria pomeroyi DSS-3, complete genome	CP000031.2 Ruegeria pomeroyi DSS-3, complete genome	87.356	87	10	1	261	347	263805	263720	5.99e-19	99.0
k141_1970	CP000031.2	CP000031.2 Ruegeria pomeroyi DSS-3, complete genome	CP000031.2 Ruegeria pomeroyi DSS-3, complete genome	87.356	87	10	1	261	347	3465733	3465818	5.99e-19	99.0
k141_1970	CP000031.2	CP000031.2 Ruegeria pomeroyi DSS-3, complete genome	CP000031.2 Ruegeria pomeroyi DSS-3, complete genome	87.356	87	10	1	261	347	4014069	4014154	5.99e-19	99.0
k141_1970	OL702939.1	OL702939.1 Stenotrophomonas phage vB_SmaM_Ps15, complete genome	OL702939.1 Stenotrophomonas phage vB_SmaM_Ps15, complete genome	90.141	71	7	0	260	330	136854	136784	2.79e-17	93.5
k141_1970	MN095772.1	MN095772.1 Stenotrophomonas phage Moby, complete genome	MN095772.1 Stenotrophomonas phage Moby, complete genome	90.141	71	7	0	260	330	81805	81735	2.79e-17	93.5
k141_1970	KR560069.1	KR560069.1 Stenotrophomonas phage IME-SM1, complete genome	KR560069.1 Stenotrophomonas phage IME-SM1, complete genome	90.141	71	7	0	260	330	3323	3253	2.79e-17	93.5
k141_4404	KA182589.1	KA182589.1 TSA: Chironomus riparius CripIT07885 mRNA sequence	KA182589.1 TSA: Chironomus riparius CripIT07885 mRNA sequence	83.285	5175	804	50	140	5282	11216	6071	0.0	4708
k141_4404	KA182589.1	KA182589.1 TSA: Chironomus riparius CripIT07885 mRNA sequence	KA182589.1 TSA: Chironomus riparius CripIT07885 mRNA sequence	83.816	3485	517	40	7844	11303	3478	16	0.0	3267
k141_33511	FJ571066.1	FJ571066.1 Bat astrovirus Tm/Guangxi/LD77/2007 non-structural polyprotein 1AB (pol) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds	FJ571066.1 Bat astrovirus Tm/Guangxi/LD77/2007 non-structural polyprotein 1AB (pol) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds	92.593	81	3	2	47	124	3710	3630	2.13e-22	113
k141_33511	FJ571066.1	FJ571066.1 Bat astrovirus Tm/Guangxi/LD77/2007 non-structural polyprotein 1AB (pol) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds	FJ571066.1 Bat astrovirus Tm/Guangxi/LD77/2007 non-structural polyprotein 1AB (pol) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds	100.000	35	0	0	46	80	3665	3631	6.04e-08	65.8
k141_33511	FJ571066.1	FJ571066.1 Bat astrovirus Tm/Guangxi/LD77/2007 non-structural polyprotein 1AB (pol) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds	FJ571066.1 Bat astrovirus Tm/Guangxi/LD77/2007 non-structural polyprotein 1AB (pol) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds	100.000	33	0	0	90	122	3710	3678	7.82e-07	62.1
k141_33511	KF787112.3	KF787112.3 Mamastrovirus 3 isolate PAstV-GX1, complete genome	KF787112.3 Mamastrovirus 3 isolate PAstV-GX1, complete genome	95.455	44	0	2	43	84	6607	6564	4.67e-09	69.4
k141_33511	KF787112.3	KF787112.3 Mamastrovirus 3 isolate PAstV-GX1, complete genome	KF787112.3 Mamastrovirus 3 isolate PAstV-GX1, complete genome	100.000	33	0	0	90	122	6602	6570	7.82e-07	62.1
k141_33511	GQ443611.1	GQ443611.1 Norovirus dog/C33/Viseu/2007/PRT RNA-dependent RNA polymerase gene, partial cds; and major capsid protein (VP1) and minor capsid protein (VP2) genes, complete cds	GQ443611.1 Norovirus dog/C33/Viseu/2007/PRT RNA-dependent RNA polymerase gene, partial cds; and major capsid protein (VP1) and minor capsid protein (VP2) genes, complete cds	97.500	40	1	0	87	126	3257	3218	4.67e-09	69.4
k141_33511	GQ443611.1	GQ443611.1 Norovirus dog/C33/Viseu/2007/PRT RNA-dependent RNA polymerase gene, partial cds; and major capsid protein (VP1) and minor capsid protein (VP2) genes, complete cds	GQ443611.1 Norovirus dog/C33/Viseu/2007/PRT RNA-dependent RNA polymerase gene, partial cds; and major capsid protein (VP1) and minor capsid protein (VP2) genes, complete cds	97.143	35	1	0	46	80	3255	3221	2.81e-06	60.2
k141_33511	KY432924.1	KY432924.1 Mupivirus A1 isolate RtRn-PicoV/YN2014 polyprotein gene, complete cds	KY432924.1 Mupivirus A1 isolate RtRn-PicoV/YN2014 polyprotein gene, complete cds	100.000	35	0	0	89	123	8378	8344	6.04e-08	65.8
k141_33511	KY432924.1	KY432924.1 Mupivirus A1 isolate RtRn-PicoV/YN2014 polyprotein gene, complete cds	KY432924.1 Mupivirus A1 isolate RtRn-PicoV/YN2014 polyprotein gene, complete cds	100.000	35	0	0	46	80	8378	8344	6.04e-08	65.8
k141_33511	FM213330.1	FM213330.1 Astrovirus dogfaeces/Italy/2005 partial RNA-dependant RNA polymerase, genomic RNA	FM213330.1 Astrovirus dogfaeces/Italy/2005 partial RNA-dependant RNA polymerase, genomic RNA	97.297	37	1	0	43	79	2691	2655	2.17e-07	63.9
k141_33511	FM213330.1	FM213330.1 Astrovirus dogfaeces/Italy/2005 partial RNA-dependant RNA polymerase, genomic RNA	FM213330.1 Astrovirus dogfaeces/Italy/2005 partial RNA-dependant RNA polymerase, genomic RNA	100.000	33	0	0	90	122	2687	2655	7.82e-07	62.1
