,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_13438,k141_118,14.168859,73,40,Livupivirus,12.5,polyprotein,1.13350872,301,6,301
1,vHMM_13252,k141_7,11.701808,208,178,Avisivirus,10.9,polyprotein,1.073560366972477,301,5,301
2,vHMM_13438,k141_183,13.355165,73,40,Livupivirus,12.5,polyprotein,1.0684132,301,6,301
3,vHMM_13438,k141_253,13.355165,73,40,Livupivirus,12.5,polyprotein,1.0684132,301,6,301
4,vHMM_13252,k141_105,11.575843,99,129,Avisivirus,10.9,polyprotein,1.0620039449541285,301,2,301
5,vHMM_13628,k141_211,12.0487385,247,175,Sakobuvirus,11.5,polyprotein,1.047716391304348,301,6,301
6,vHMM_13252,k141_252,11.195305,99,126,Avisivirus,10.9,polyprotein,1.0270922018348623,301,2,301
7,vHMM_13558,k141_43,11.46481,62,23,Potamipivirus,11.2,polyprotein,1.02364375,356,6,356
8,vHMM_13438,k141_192,12.755616,82,49,Livupivirus,12.5,polyprotein,1.02044928,301,5,301
9,vHMM_13438,k141_38,12.499344,73,37,Livupivirus,12.5,polyprotein,0.9999475200000001,301,6,301
10,vHMM_13438,k141_122,12.14405,73,37,Livupivirus,12.5,polyprotein,0.971524,301,6,301
11,vHMM_13438,k141_91,11.934974,79,40,Livupivirus,12.5,polyprotein,0.9547979200000001,301,6,301
12,vHMM_13438,k141_177,11.869075,73,43,Livupivirus,12.5,polyprotein,0.9495260000000001,301,6,301
13,vHMM_13119,k141_59,11.473726,208,160,Aalivirus,12.3,polyprotein,0.9328232520325203,301,5,301
14,vHMM_13119,k141_7,11.390966,220,175,Aalivirus,12.3,polyprotein,0.9260947967479675,301,5,301
15,vHMM_13438,k141_19,11.157881,73,37,Livupivirus,12.5,polyprotein,0.89263048,301,6,301
16,vHMM_13438,k141_134,10.385938,219,252,Livupivirus,12.5,polyprotein,0.83087504,301,3,301
17,vHMM_13438,k141_216,9.521158,210,258,Livupivirus,12.5,polyprotein,0.76169264,301,2,301
18,vHMM_13438,k141_232,8.089599,219,255,Livupivirus,12.5,polyprotein,0.64716792,301,3,301
