,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_18365,k141_8341,1784.0493,1188,7680,Ailurivirus,10.6,polyprotein,168.30653773584905,7880,3,7880
1,vHMM_18367,k141_8341,1287.5698,1170,7674,Aphthovirus,10.9,polyprotein,118.12566972477063,7880,3,7880
2,vHMM_18373,k141_8341,967.8118,3927,7680,Cosavirus,8.6,polyprotein,112.53625581395349,7880,3,7880
3,vHMM_18385,k141_8341,1436.4159,1176,7677,Mosavirus,13.1,polyprotein,109.65006870229007,7880,3,7880
4,vHMM_18372,k141_8341,1300.6422,3918,7680,Cardiovirus,14.8,polyprotein,87.88122972972972,7880,3,7880
5,vHMM_18396,k141_8341,893.4103,3945,7680,Senecavirus,10.3,polyprotein,86.7388640776699,7880,3,7880
6,vHMM_8357,k141_14445,2081.0347,6745,814,Sapovirus,24.6,polyprotein;nonstructural,84.59490650406504,7720,6,7720
7,vHMM_18371,k141_8341,787.0347,4302,7680,Bopivirus,13.7,polyprotein,57.44778832116789,7880,3,7880
8,vHMM_18373,k141_8341,492.11508,1188,3027,Cosavirus,8.6,polyprotein,57.222683720930235,7880,3,7880
9,vHMM_18380,k141_8341,617.6823,4239,7668,Hunnivirus,11.0,polyprotein,56.15293636363637,7880,3,7880
10,vHMM_18363,k141_8341,1289.4113,3723,7680,Picornaviridae,23.0,polyprotein,56.06136086956521,7880,3,7880
11,vHMM_18393,k141_8341,525.02386,4314,7602,Rosavirus,9.9,polyprotein,53.03271313131313,7880,3,7880
12,vHMM_8355,k141_14445,548.4898,4786,928,Lagovirus,10.5,polyprotein;nonstructural,52.2371238095238,7720,6,7720
13,vHMM_8354,k141_14445,1197.1621,6931,2446,Caliciviridae,23.8,polyprotein;nonstructural,50.30092857142857,7720,6,7720
14,vHMM_18372,k141_8341,700.4865,1173,3597,Cardiovirus,14.8,polyprotein,47.330168918918915,7880,3,7880
15,vHMM_18386,k141_8341,401.20923,4602,7674,Oscivirus,9.2,polyprotein,43.60969891304348,7880,3,7880
16,vHMM_18375,k141_8341,546.0857,4335,7680,Enterovirus,13.0,polyprotein,42.00659230769231,7880,3,7880
17,vHMM_18398,k141_8341,576.72437,4257,7680,Teschovirus,14.0,polyprotein,41.19459785714286,7880,3,7880
18,vHMM_18396,k141_8341,396.69592,1197,3663,Senecavirus,10.3,polyprotein,38.51416699029126,7880,3,7880
19,vHMM_18400,k141_8341,384.04712,5760,7668,Tottorivirus,10.5,polyprotein,36.57591619047619,7880,3,7880
20,vHMM_18399,k141_8341,627.1951,4131,7617,Torchivirus,17.6,polyprotein,35.63608522727272,7880,3,7880
21,vHMM_18376,k141_8341,466.611,1188,3585,Erbovirus,14.5,polyprotein,32.18006896551724,7880,3,7880
22,vHMM_18371,k141_8341,432.68716,1191,2847,Bopivirus,13.7,polyprotein,31.583004379562045,7880,3,7880
23,vHMM_18380,k141_8341,345.9703,1209,3768,Hunnivirus,11.0,polyprotein,31.451845454545456,7880,3,7880
24,vHMM_8358,k141_14445,535.4658,5230,2497,Vesivirus,17.8,polyprotein;nonstructural,30.082348314606737,7720,6,7720
25,vHMM_18363,k141_8341,688.3013,1104,3624,Picornaviridae,23.0,polyprotein,29.92614347826087,7880,3,7880
26,vHMM_18376,k141_8341,429.49677,6090,7680,Erbovirus,14.5,polyprotein,29.620466896551726,7880,3,7880
27,vHMM_18384,k141_8341,377.98953,5634,7608,Megrivirus,13.3,polyprotein,28.420265413533834,7880,3,7880
28,vHMM_18379,k141_8341,328.19336,4635,7608,Hepatovirus,11.8,polyprotein,27.81299661016949,7880,3,7880
29,vHMM_18389,k141_8341,297.14053,5892,7599,Passerivirus,10.8,polyprotein,27.513012037037036,7880,3,7880
30,vHMM_18399,k141_8341,443.88123,1179,3570,Torchivirus,17.6,polyprotein,25.22052443181818,7880,3,7880
31,vHMM_8353,k141_14445,289.0042,2488,862,Vesivirus,12.0,capsid,24.083683333333337,7720,6,7720
32,vHMM_18394,k141_8341,262.95993,5997,7605,Sakobuvirus,11.1,polyprotein,23.690083783783784,7880,3,7880
33,vHMM_18400,k141_8341,247.49945,1182,3756,Tottorivirus,10.5,polyprotein,23.57137619047619,7880,3,7880
34,vHMM_18374,k141_8341,193.51826,5832,7602,Crohivirus,8.4,polyprotein,23.037888095238095,7880,3,7880
35,vHMM_18392,k141_8341,281.7111,5745,7668,Rafivirus,12.5,polyprotein,22.536887999999998,7880,3,7880
36,vHMM_18390,k141_8341,267.7306,5748,7605,Poecivirus,11.9,polyprotein,22.498369747899158,7880,3,7880
37,vHMM_18395,k141_8341,366.3084,4632,7602,Salivirus,16.6,polyprotein,22.066771084337347,7880,3,7880
