,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
0,vHMM_18374,k119_134,77.79285,1807,433,Crohivirus,8.4,polyprotein,9.26105357142857,3634,6,3634
1,vHMM_18363,k119_134,180.21996,2785,403,Picornaviridae,23.0,polyprotein,7.835650434782608,3634,6,3634
2,vHMM_18381,k119_134,72.76584,1486,412,Kunsagivirus,12.1,polyprotein,6.013705785123967,3634,6,3634
3,vHMM_18374,k119_304,50.4517,595,124,Crohivirus,8.4,polyprotein,6.006154761904762,3331,6,3331
4,vHMM_18363,k119_118,134.73938,1293,2955,Picornaviridae,23.0,polyprotein,5.858233913043478,2974,3,2974
5,vHMM_18371,k119_134,80.211365,2074,538,Bopivirus,13.7,polyprotein,5.854844160583942,3634,6,3634
6,vHMM_18387,k119_134,90.59293,1537,412,Parechovirus,15.8,polyprotein,5.733729746835443,3634,6,3634
7,vHMM_18379,k119_134,66.55408,1666,412,Hepatovirus,11.8,polyprotein,5.64017627118644,3634,6,3634
8,vHMM_18367,k119_134,51.16625,1534,532,Aphthovirus,10.9,polyprotein,4.694151376146789,3634,6,3634
9,vHMM_18371,k119_118,58.604416,1395,2955,Bopivirus,13.7,polyprotein,4.277694598540147,2974,3,2974
10,vHMM_18390,k119_134,50.7501,1549,403,Poecivirus,11.9,polyprotein,4.264714285714286,3634,6,3634
11,vHMM_18370,k119_134,68.2604,1414,415,Avisivirus,16.1,polyprotein,4.239776397515528,3634,6,3634
12,vHMM_18382,k119_134,47.114544,1534,601,Limnipivirus,11.6,polyprotein,4.061598620689655,3634,6,3634
13,vHMM_18373,k119_134,34.669792,1537,529,Cosavirus,8.6,polyprotein,4.031371162790698,3634,6,3634
14,vHMM_18375,k119_134,50.38031,1537,427,Enterovirus,13.0,polyprotein,3.875408461538462,3634,6,3634
15,vHMM_18378,k119_134,35.0568,1645,355,Harkavirus,9.4,polyprotein,3.7294468085106383,3634,6,3634
16,vHMM_18363,k119_304,83.95235,3232,739,Picornaviridae,23.0,polyprotein,3.6501021739130435,3331,6,3331
17,vHMM_18391,k119_134,40.16971,1393,541,Potamipivirus,11.3,polyprotein,3.554841592920354,3634,6,3634
18,vHMM_18398,k119_134,47.783978,1501,526,Teschovirus,14.0,polyprotein,3.4131412857142855,3634,6,3634
19,vHMM_18393,k119_134,33.05991,1534,616,Rosavirus,9.9,polyprotein,3.3393848484848485,3634,6,3634
20,vHMM_18384,k119_134,42.851585,1537,406,Megrivirus,13.3,polyprotein,3.2219236842105263,3634,6,3634
21,vHMM_18384,k119_304,40.679455,487,118,Megrivirus,13.3,polyprotein,3.058605639097744,3331,6,3331
22,vHMM_18400,k119_304,31.479347,478,97,Tottorivirus,10.5,polyprotein,2.9980330476190478,3331,6,3331
23,vHMM_18366,k119_118,35.06486,2343,2952,Ampivirus,12.2,polyprotein,2.8741688524590168,2974,3,2974
