k141_5111	AB766259.1	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	92.444	225	17	0	1	225	10023	10247	9.51e-87	322
k141_71382	AB766259.1	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	86.464	857	116	0	47	903	4017	4873	0.0	941
k141_45906	AB766259.1	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	87.892	925	112	0	1	925	9351	8427	0.0	1088
k141_45906	AB766259.1	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	87.966	349	42	0	922	1270	8847	8499	3.55e-113	412
k141_71384	AB766259.1	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	86.624	314	42	0	39	352	2919	3232	2.62e-94	348
k141_76485	AB766259.1	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	87.464	343	43	0	1	343	3126	2784	8.86e-109	396
k141_96891	AB766259.1	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	90.783	575	53	0	1	575	9406	9980	0.0	769
k141_86685	AB766259.1	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	85.370	540	79	0	13	552	2770	2231	5.25e-158	560
k141_5137	AB766259.1	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	90.821	207	19	0	1	207	10023	10229	2.55e-73	278
k141_5137	AB766259.1	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	93.103	58	4	0	205	262	10181	10124	1.66e-15	86.1
k141_5153	AB766259.1	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	91.385	325	28	0	93	417	5545	5869	1.06e-123	446
k141_5153	AB766259.1	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	94.000	100	6	0	1	100	5746	5647	2.59e-35	152
k141_20444	AB766259.1	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	86.973	522	68	0	95	616	8814	9335	2.52e-166	588
k141_45967	AB766259.1	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	89.388	245	26	0	84	328	10327	10083	1.46e-82	309
k141_45967	AB766259.1	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	90.698	86	8	0	3	88	10224	10309	3.41e-24	115
k141_45973	AB766259.1	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	AB766259.1 Nilaparvata lugens honeydew virus-1 genomic RNA, complete genome, isolate: Izumo	88.952	353	39	0	2	354	9496	9144	5.35e-121	436
k141_45981	MK542821.1	MK542821.1 Escherichia phage HZP2, partial genome	MK542821.1 Escherichia phage HZP2, partial genome	79.781	638	100	18	961	1596	10574	11184	2.65e-120	436
k141_45981	MG488277.1	MG488277.1 Escherichia phage EG1, complete genome	MG488277.1 Escherichia phage EG1, complete genome	83.422	374	60	2	966	1338	7824	8196	4.60e-93	346
k141_45981	MG832642.1	MG832642.1 Escherichia phage HZ2R8, complete genome	MG832642.1 Escherichia phage HZ2R8, complete genome	83.469	369	59	2	966	1333	11364	11731	5.95e-92	342
k141_45981	EU734171.1	EU734171.1 Enterobacteria phage BA14, complete genome	EU734171.1 Enterobacteria phage BA14, complete genome	81.890	254	40	5	1050	1300	7485	7735	6.30e-52	209
k141_45981	EU734171.1	EU734171.1 Enterobacteria phage BA14, complete genome	EU734171.1 Enterobacteria phage BA14, complete genome	76.852	324	63	12	284	601	7248	6931	8.26e-41	172
k141_45981	EU734171.1	EU734171.1 Enterobacteria phage BA14, complete genome	EU734171.1 Enterobacteria phage BA14, complete genome	74.672	229	50	8	595	819	7024	7248	1.84e-17	95.3
k141_45981	KP090453.1	KP090453.1 Escherichia phage P483, complete genome	KP090453.1 Escherichia phage P483, complete genome	78.042	337	68	6	275	607	29748	30082	2.26e-51	207
k141_45981	KP090453.1	KP090453.1 Escherichia phage P483, complete genome	KP090453.1 Escherichia phage P483, complete genome	76.149	348	77	4	936	1280	29604	29260	1.78e-42	178
k141_45981	KP090453.1	KP090453.1 Escherichia phage P483, complete genome	KP090453.1 Escherichia phage P483, complete genome	77.957	186	37	4	601	784	29975	29792	5.08e-23	113
k141_45981	MK685668.1	MK685668.1 Shigella phage VB_Ship_A7, complete genome	MK685668.1 Shigella phage VB_Ship_A7, complete genome	77.681	345	69	8	261	601	32837	33177	2.93e-50	204
k141_45981	MK685668.1	MK685668.1 Shigella phage VB_Ship_A7, complete genome	MK685668.1 Shigella phage VB_Ship_A7, complete genome	78.363	171	35	2	627	796	33052	32883	6.57e-22	110
k141_45981	KP090454.1	KP090454.1 Escherichia phage P694, complete genome	KP090454.1 Escherichia phage P694, complete genome	73.469	588	137	18	34	606	12389	11806	2.93e-50	204
k141_45981	KP090454.1	KP090454.1 Escherichia phage P694, complete genome	KP090454.1 Escherichia phage P694, complete genome	72.262	703	167	23	595	1280	11906	12597	6.34e-47	193
k141_45981	KX452696.1	KX452696.1 UNVERIFIED: Enterobacter phage KNP3 genomic sequence	KX452696.1 UNVERIFIED: Enterobacter phage KNP3 genomic sequence	73.269	621	135	22	1	601	13911	14520	1.36e-48	198
k141_45981	KU687348.1	KU687348.1 Citrobacter phage SH2, complete genome	KU687348.1 Citrobacter phage SH2, complete genome	72.683	615	149	15	1	601	7740	7131	2.95e-45	187
k141_45981	KU687347.1	KU687347.1 Citrobacter phage SH1, complete genome	KU687347.1 Citrobacter phage SH1, complete genome	72.698	619	142	19	1	601	8016	7407	1.37e-43	182
